GEO_ID,zip_code,median_age,sex_ratio,age_dependency_ratio,undergraduate_students,employment_population_ratio,total_workers,workers_not_from_home,commute_vehicles,median_household_value
860Z200US00601,601,43.7,97.4,64.1,716,29.2,4141,3905,3300,78800
860Z200US00602,602,44.4,96.3,60,2490,34.9,11166,10502,8880,88500
860Z200US00603,603,44.1,94.1,67.7,2841,31.5,12133,11576,10670,121600
860Z200US00606,606,44.9,96,67.3,329,31,1520,1490,1360,96500
860Z200US00610,610,43.5,94.1,61.1,1528,38.5,8567,8252,7185,89900
860Z200US00611,611,47.2,98.3,62.2,46,41.3,437,395,355,119500
860Z200US00612,612,43.5,87.5,72.3,3666,32.8,16880,15985,15250,96000
860Z200US00616,616,45.3,94,51.4,676,36.6,3147,3114,2990,90500
860Z200US00617,617,42.4,90.9,62.9,1480,35,6172,6076,5780,107600
860Z200US00622,622,48.3,69,74.2,162,31.9,2168,2016,1945,105800
860Z200US00623,623,44.5,94.4,66.5,2524,35.9,11779,11129,10310,104300
860Z200US00624,624,40.3,96,63.5,1415,34.4,6067,5918,5495,80900
860Z200US00627,627,43.8,91.1,62.5,1924,36,9983,9711,9525,92000
860Z200US00631,631,46.1,67.6,112,39,23.9,198,198,180,87800
860Z200US00636,636,32.3,107.4,55.5,132,36.2,350,350,350,63300
860Z200US00637,637,44.3,82.9,74,2023,31.7,6068,5939,5245,94300
860Z200US00638,638,44.5,94.9,74.3,657,24.5,3514,3450,3175,86200
860Z200US00641,641,46.1,91.9,68.9,1369,26.3,5503,5307,5070,91000
860Z200US00646,646,42.4,94,60.5,2488,40.7,12224,11224,10250,131500
860Z200US00647,647,44.9,94.2,101.4,291,22.6,911,886,840,81500
860Z200US00650,650,40.5,91,62.7,843,33.8,3937,3905,3465,92600
860Z200US00652,652,47.2,90.6,59.8,211,36,939,913,785,104300
860Z200US00653,653,43.6,97,65.3,284,25.8,1958,1929,1815,78600
860Z200US00656,656,44.3,90.9,68.3,928,30,4574,4548,4365,76700
860Z200US00659,659,43.7,92.3,59.9,2028,38.4,12210,11728,11560,104200
860Z200US00660,660,48,85.3,76.8,1215,36.4,4857,4793,4545,103400
860Z200US00662,662,43.6,93.5,62,2621,31.7,10867,10679,9795,114600
860Z200US00664,664,41.8,97.5,64.1,1126,28.6,3498,3428,3130,96600
860Z200US00667,667,46.9,92,69.5,1440,30.3,6061,5793,5520,90200
860Z200US00669,669,43.9,97.7,63.2,1656,33.1,7597,7452,7035,87600
860Z200US00670,670,43.2,96.8,70.5,474,31.3,2270,2256,2180,85000
860Z200US00674,674,43.1,88.1,69.1,2089,32.9,10802,10776,9995,104400
860Z200US00676,676,41.5,95.2,60.5,2196,33.3,9542,9236,8685,93100
860Z200US00677,677,47.7,86.6,70,749,40,5228,4772,4025,130300
860Z200US00678,678,42.3,93,62.8,1257,36.8,7813,7233,6685,96600
860Z200US00680,680,46.1,94.6,76.2,4766,29.8,10885,10527,9455,88900
860Z200US00682,682,37.1,86,63.3,4905,29.4,7708,7436,6800,113500
860Z200US00683,683,45.7,94.3,74.7,2150,26.5,6577,6364,5910,86200
860Z200US00685,685,45.6,93.6,71.6,2278,32.4,10712,10492,9415,94500
860Z200US00687,687,39.9,98.4,57.7,1741,36.3,8610,8483,7855,104600
860Z200US00688,688,42.9,107.2,56.1,677,30.9,2985,2878,2725,88900
860Z200US00690,690,38.1,91.7,67.8,504,31.1,1564,1513,1455,128800
860Z200US00692,692,40.9,93,62.3,1388,36.6,10213,9702,8725,120800
860Z200US00693,693,42.8,91.2,64.5,2790,35.9,16852,16467,15710,109000
860Z200US00694,694,76,138.9,514.3,0,16.3,14,14,-,-
860Z200US00698,698,44.8,90.6,69,2038,31.6,8906,8437,7985,91000
860Z200US00703,703,43.1,95.6,61.2,1546,41.6,8754,8480,7875,118900
860Z200US00704,704,30.7,99.1,58.7,497,39.4,2255,2160,2120,80200
860Z200US00705,705,45,91.7,66.6,1188,36.2,7231,6984,6810,112700
860Z200US00707,707,45.2,95.3,69.2,542,25.8,2209,2209,2070,88000
860Z200US00714,714,41.6,87.1,68.3,877,26.7,3518,3500,3275,86000
860Z200US00715,715,55.8,97.6,73.7,109,19.2,335,318,290,65100
860Z200US00716,716,46,83.7,78.1,1847,29.5,6979,6594,6150,114700
860Z200US00717,717,43.7,77.2,83.7,1271,29.2,3525,3367,2990,105100
860Z200US00718,718,39.4,89.2,64.8,766,32.2,6035,5717,5295,89700
860Z200US00719,719,42.3,100.9,65.2,2001,31,7804,7507,6980,90700
860Z200US00720,720,41.4,99.6,59.3,820,27.7,4708,4612,4010,85700
860Z200US00723,723,46.4,92.3,68.3,907,30,3869,3847,3330,88200
860Z200US00725,725,43.7,86.2,67.7,5174,41.1,26331,24901,22175,120900
860Z200US00727,727,42.2,88.1,56.2,3782,46.8,19826,19120,17230,132600
860Z200US00728,728,39.4,101,61.1,2866,34.1,11101,10813,10125,99400
860Z200US00729,729,41.5,90.5,59.4,2735,41.7,15686,14929,13985,105400
860Z200US00730,730,43.2,90.9,74.7,1779,31.8,8678,8462,7580,93300
860Z200US00731,731,46.3,94.5,68.7,657,27.8,2588,2513,2395,81000
860Z200US00735,735,44.5,91.5,69,618,37.7,3666,3527,3175,93000
860Z200US00736,736,44,93.2,63.1,2966,37.7,14800,14742,13825,121200
860Z200US00738,738,43.5,86.1,68.3,1793,36.9,9148,8546,7750,103000
860Z200US00739,739,41.8,91.1,59.7,2263,37.8,11131,10976,10200,120100
860Z200US00740,740,33.4,96.1,81,69,41.1,579,563,540,81800
860Z200US00741,741,47.9,79.8,54.2,339,36.1,1257,1228,1080,85400
860Z200US00745,745,43.2,92.6,61.7,2531,41,15599,14677,13155,115700
860Z200US00751,751,44.5,92.4,71.3,645,35.3,5585,5228,5045,82500
860Z200US00754,754,43.4,94.5,59.8,2192,35.4,10761,10740,9625,101800
860Z200US00757,757,40.2,92.3,59.2,1058,44.6,6930,6726,6385,94800
860Z200US00765,765,43.6,103.9,71.3,124,28.4,1997,1502,1250,123700
860Z200US00766,766,42.1,93.5,64.5,1247,34.7,6161,6144,5760,93100
860Z200US00767,767,44.6,93.2,65.4,1716,32.3,8251,8250,7685,86200
860Z200US00769,769,43.7,94.2,59.9,1776,36.7,10089,9813,9310,93300
860Z200US00771,771,42.3,91.2,61.1,1970,36.4,10185,10164,9430,115300
860Z200US00772,772,41.6,88.2,64.3,765,32.7,4662,4568,4075,88000
860Z200US00773,773,43.6,89.7,66.9,931,36.3,5028,4891,4330,110000
860Z200US00775,775,45.1,126,67.5,61,56.3,621,582,465,164100
860Z200US00777,777,39.6,90.6,57.6,1936,40.7,12594,12454,11950,103400
860Z200US00778,778,40.5,89.3,54.7,2537,48.5,16310,15383,13450,143300
860Z200US00780,780,38,88.4,69.3,703,39,4066,4049,3805,97300
860Z200US00782,782,39.9,102.1,60.9,1490,36.1,5575,5530,5225,109400
860Z200US00783,783,41,94.9,63.3,2157,33.8,9508,9322,8865,99600
860Z200US00784,784,40.3,98,60.5,2366,28.8,8631,8405,7755,85200
860Z200US00786,786,61.1,104.1,32.5,0,30.5,46,46,null,-
860Z200US00791,791,44.8,90.7,69.8,3336,33.1,12918,12438,11875,105900
860Z200US00794,794,38.5,96.5,61.4,1904,34.5,7974,7870,6940,109400
860Z200US00795,795,41.6,91,63,2949,36.1,12625,12389,11485,92600
860Z200US00901,901,48,112.9,57.4,295,35.5,2448,2284,1380,345800
860Z200US00906,906,35.8,113.8,11,0,90.3,139,139,140,382700
860Z200US00907,907,51.3,98.7,67.8,751,50.8,7726,7189,5965,250300
860Z200US00909,909,39.5,94.8,64.4,385,49.3,2031,1950,1230,137500
860Z200US00911,911,48.7,96.8,56.9,513,52.9,3361,3247,2030,308700
860Z200US00912,912,48.5,88.9,54.6,615,47.8,2682,2549,2055,133200
860Z200US00913,913,26.8,80.3,102.4,234,29,1388,1284,775,369000
860Z200US00915,915,41.7,89.6,64.7,1494,37.8,7865,7618,5120,88400
860Z200US00917,917,47.9,82.5,68.5,1260,36.6,5843,5432,4155,112700
860Z200US00918,918,42.5,75.7,59.7,1188,47.9,6516,5920,4850,167100
860Z200US00920,920,46,87.9,63.1,1078,49.4,7099,6697,5495,136000
860Z200US00921,921,43.8,80.4,69,2250,40.2,10844,10479,8920,125600
860Z200US00923,923,41.4,86.6,62.6,2000,38.9,8372,7990,5990,108800
860Z200US00924,924,41.3,79.9,76.8,2788,41,15807,14971,12335,126400
860Z200US00925,925,41.7,93.8,47.2,1154,42.8,2468,2333,1265,142600
860Z200US00926,926,45.2,81.9,65.5,7301,46.2,37285,35255,31740,167300
860Z200US00927,927,46.1,84.4,70.7,1048,48.4,5624,5140,4515,188300
860Z200US00934,934,32.2,188.4,79.7,31,24.6,27,27,null,-
860Z200US00949,949,41.8,87.1,62.4,4206,46.1,26392,24616,21595,125100
860Z200US00950,950,-,-,-,0,-,0,0,-,-
860Z200US00951,951,37.4,91.8,73.3,7,39.2,103,102,100,94300
860Z200US00952,952,48.8,87.5,63.3,377,34.9,2242,2135,1780,96200
860Z200US00953,953,39.6,92.3,51.4,3978,45.2,25247,24480,22520,131600
860Z200US00956,956,43.9,88.6,67.8,4571,41.8,23017,21866,18935,118800
860Z200US00957,957,44.2,82.4,65.8,3064,40.3,13895,13305,11550,124100
860Z200US00959,959,42.4,81.7,65.7,3325,46.1,18316,17103,14655,133300
860Z200US00960,960,35.1,15263.6,3.1,85,0,0,0,-,-
860Z200US00961,961,44.5,87.9,69,2263,43.7,11085,10239,8445,147700
860Z200US00962,962,40.6,88,66.9,1093,35.5,5828,5620,4705,101600
860Z200US00965,965,43.3,94,67.5,116,30.3,1390,1371,1140,84700
860Z200US00966,966,49.3,87.9,81.2,1058,44.6,5855,5110,4760,243000
860Z200US00968,968,55.9,75.4,90,139,44.7,1454,1314,1160,188800
860Z200US00969,969,43.8,80.8,68.2,2497,48,17010,15494,13320,213400
860Z200US00971,971,46.5,100.2,52.8,1778,45.3,10348,9914,8670,133200
860Z200US00976,976,42.7,85.5,63.6,4459,47.3,24094,23066,21495,143800
860Z200US00979,979,49.8,100.8,54.8,1266,51,7863,7273,6400,162800
860Z200US00982,982,44.7,77,72.6,900,42,4868,4556,4060,132900
860Z200US00983,983,41.7,80.9,69,2420,45.5,12145,11561,10430,134600
860Z200US00985,985,46.3,78.9,69.5,1935,41.2,11030,10560,9635,130400
860Z200US00987,987,41.1,87,63.5,3464,47.1,20232,19076,17690,133600
860Z200US01001,1001,45.4,98.8,66.2,649,62,8252,7471,7195,236300
860Z200US01002,1002,25.3,95.5,35.5,7945,60.3,13536,11443,7345,388300
860Z200US01003,1003,19.8,94.6,1.4,13664,30.6,3499,2841,460,-
860Z200US01005,1005,43.2,83.4,45.3,406,66,2681,2481,2215,281000
860Z200US01007,1007,42.8,100.4,58.5,624,69.2,8584,7838,7275,288300
860Z200US01008,1008,52.5,96.1,67.5,20,59.4,598,515,495,251700
860Z200US01009,1009,30.6,98.5,47.3,67,56.8,378,366,360,207800
860Z200US01010,1010,44.6,113.6,72.9,100,58.8,1741,1503,1435,299400
860Z200US01011,1011,45.8,91.7,71.2,24,62.4,647,610,575,213800
860Z200US01012,1012,52.8,102,58.7,2,64,295,268,250,247900
860Z200US01013,1013,38.8,86.2,61.4,1146,59.1,10683,10009,8880,197800
860Z200US01020,1020,44.2,107,64.4,1100,56.8,14619,13851,12820,203400
860Z200US01022,1022,34.5,96.6,59.1,214,38.8,928,903,860,135300
860Z200US01026,1026,47.6,123.6,66.6,119,54.3,489,387,340,240400
860Z200US01027,1027,46.2,90.8,63.2,437,61.9,9365,8474,7760,285800
860Z200US01028,1028,43,85,83,653,60.1,7569,6930,6395,290500
860Z200US01029,1029,53.1,155.5,55.3,8,61,283,241,210,282000
860Z200US01030,1030,47.6,96.1,54.9,755,64.6,6839,6283,5925,262700
860Z200US01031,1031,36.8,133.3,78.8,122,60.5,723,675,550,190700
860Z200US01032,1032,55.7,91.1,66.7,8,64.8,240,214,210,245700
860Z200US01033,1033,46.4,96.7,48.7,491,71.4,3791,3608,3325,281200
860Z200US01034,1034,49.4,107,58.9,48,59.9,1006,879,790,288100
860Z200US01035,1035,49.7,89.9,74.5,320,58.9,2526,2272,2070,361400
860Z200US01036,1036,56.5,104.9,69,169,57.6,2509,2434,2295,289100
860Z200US01037,1037,56.4,86.5,85,6,44,248,236,200,249600
860Z200US01038,1038,48.6,91.8,72.3,152,62.9,1421,1242,1155,350400
860Z200US01039,1039,53.5,72.7,64.9,41,73.1,1042,856,795,330700
860Z200US01040,1040,36.5,93.5,64.4,1529,50.7,15093,14045,12075,209900
860Z200US01050,1050,43.9,97.2,52.7,104,67.9,1454,1366,1300,233200
860Z200US01053,1053,54.5,77.3,62.4,375,32.5,592,476,365,282000
860Z200US01054,1054,50.1,93.5,91.1,48,58.7,885,707,655,364600
860Z200US01056,1056,45.8,108.4,57,854,58.4,10400,9438,8660,247300
860Z200US01057,1057,50.3,99.9,64.9,310,58.9,4095,3654,3270,259400
860Z200US01060,1060,41.2,79.6,53.1,834,65.8,8219,6887,5530,364100
860Z200US01062,1062,49.2,90.4,74.2,320,58,4816,4063,3730,326100
860Z200US01063,1063,20.2,0.6,1,2527,41.8,947,723,70,-
860Z200US01066,1066,94,50,200,0,39.5,17,17,null,-
860Z200US01068,1068,49.8,97.4,53.2,80,58.2,812,717,645,320300
860Z200US01069,1069,49.1,105.6,63,466,57.1,4288,4043,3715,210700
860Z200US01070,1070,49.4,89.9,85.4,21,63.5,326,268,245,244200
860Z200US01071,1071,46.5,111.2,40.5,105,59,664,621,575,243200
860Z200US01072,1072,52,80.3,64.9,51,56.6,654,528,485,283300
860Z200US01073,1073,47,119.8,60.4,220,65.1,3314,3054,2825,336600
860Z200US01074,1074,33.9,68.8,52.1,71,56.4,256,228,null,-
860Z200US01075,1075,42.1,66.9,57.8,2904,59.9,9291,7954,6695,275600
860Z200US01077,1077,47.1,99.7,65.7,477,64.8,4998,4543,4325,303000
860Z200US01079,1079,53.6,67,44.3,8,63.1,285,186,null,248400
860Z200US01080,1080,37.7,106.5,47.9,158,61.3,1147,1105,1060,195800
860Z200US01081,1081,41.7,108.3,62.3,37,74.4,972,900,840,232400
860Z200US01082,1082,40.8,95.9,60.8,333,57.8,4888,4615,4145,215500
860Z200US01083,1083,34.8,140.1,53.9,127,67.3,1304,1170,1115,268900
860Z200US01084,1084,49.2,114.9,77.2,0,60.2,47,38,35,198200
860Z200US01085,1085,38.7,92.6,57.5,4481,58.2,19999,18827,17090,257900
860Z200US01088,1088,31.4,96.7,41.1,61,80.4,427,413,375,316700
860Z200US01089,1089,38.6,97.7,51.4,1450,63.4,14817,13676,12885,251600
860Z200US01092,1092,36.5,68.9,36.7,72,63.9,657,655,625,245300
860Z200US01093,1093,52.2,80.5,49.5,13,67.5,104,104,100,361300
860Z200US01094,1094,66.2,40,150,0,29.7,19,19,null,344700
860Z200US01095,1095,45.4,87.9,79.6,623,64.7,7613,7035,6730,319900
860Z200US01096,1096,48.4,99.9,64.4,94,70.6,1480,1270,1190,299100
860Z200US01097,1097,39.2,56.1,77.8,0,63,29,29,null,-
860Z200US01098,1098,59.1,88.1,79,6,64.3,608,451,415,277600
860Z200US01103,1103,38.7,62.5,31.2,104,47,962,880,550,146900
860Z200US01104,1104,34.8,74,68.3,504,53.2,9142,8726,7430,160000
860Z200US01105,1105,29.6,105.4,65.3,591,39.2,3558,3501,2445,178800
860Z200US01106,1106,44.6,88.1,88.2,788,56.5,7088,5990,5565,361900
860Z200US01107,1107,28.5,97.5,70,563,44,3917,3374,2535,162400
860Z200US01108,1108,33.7,87.1,57.8,977,56.4,11306,10398,8705,171100
860Z200US01109,1109,28.9,98.7,52.4,4242,45,10956,10150,8525,151600
860Z200US01118,1118,36.3,104,62.2,620,61.6,7208,6760,6100,184300
860Z200US01119,1119,37.7,87,60.6,1525,49.2,5443,5084,4550,169900
860Z200US01128,1128,39.8,86.3,71.5,123,63.6,1580,1461,1405,204400
860Z200US01129,1129,43.7,104.9,57.6,252,58.1,2961,2862,2670,185500
860Z200US01144,1144,-,-,-,0,-,0,0,-,-
860Z200US01151,1151,34.8,84,58.3,626,55,4125,3929,3310,158000
860Z200US01201,1201,44.8,94.9,59.5,1918,58.8,21739,20441,18035,185800
860Z200US01220,1220,47.5,100.3,62.8,221,56.5,3817,3581,3235,167500
860Z200US01222,1222,42.6,85.7,59.7,10,63.6,364,347,325,265600
860Z200US01223,1223,48.6,122.1,65,38,61.3,1389,1252,1130,281600
860Z200US01224,1224,57,80.6,40.9,0,59.8,104,93,null,243000
860Z200US01225,1225,52,100.6,72.4,113,52.6,1473,1409,1320,210500
860Z200US01226,1226,52.4,95.6,82.5,82,58.4,2977,2898,2635,262900
860Z200US01229,1229,69.4,86.8,294.4,0,40.1,49,29,null,804300
860Z200US01230,1230,46.7,85.9,74.8,730,62.2,4594,3790,3120,389400
860Z200US01235,1235,49.4,103.3,60.5,56,60.9,1296,1285,1230,182300
860Z200US01236,1236,57.7,98.3,83,5,69.3,926,823,740,299300
860Z200US01237,1237,53.9,82.6,99.3,9,66.2,1170,1102,905,242700
860Z200US01238,1238,49.4,90.1,81.4,223,59,2898,2716,2590,289300
860Z200US01240,1240,56.8,102.5,87.7,185,45.6,1926,1570,1480,349000
860Z200US01242,1242,53.4,22.9,61.3,56,43,98,98,null,193800
860Z200US01243,1243,56.7,111.7,30.4,9,65.4,104,70,70,308000
860Z200US01244,1244,61.2,102.5,65.7,4,39,64,48,50,608300
860Z200US01245,1245,64.6,89.9,147.1,28,47.5,323,299,265,458300
860Z200US01247,1247,44.6,102.2,60.7,1269,57.2,7193,6741,5690,157400
860Z200US01253,1253,52.9,84.7,61.9,6,59.9,462,396,380,282300
860Z200US01254,1254,58.7,76.7,97.8,11,58.4,518,471,440,447600
860Z200US01255,1255,48.8,97.5,79.1,33,56.7,421,335,315,278000
860Z200US01256,1256,50,113.9,96.1,11,57.5,325,321,305,196100
860Z200US01257,1257,58.6,101.4,105.9,39,55.3,1042,914,750,385900
860Z200US01258,1258,56.8,103.8,51.9,3,58.6,90,76,65,397600
860Z200US01259,1259,47.5,73.5,76,14,62.3,334,198,180,352700
860Z200US01260,1260,40,134.8,131.5,0,92.8,154,154,null,191300
860Z200US01262,1262,57.7,75.1,87.2,70,43.5,605,494,350,507100
860Z200US01264,1264,60,62.6,71.4,5,63.2,138,125,95,522700
860Z200US01266,1266,52.3,111,77.3,27,63.6,500,397,385,363000
860Z200US01267,1267,31.1,84.4,60.5,2526,54.5,3896,3368,1835,356700
860Z200US01270,1270,42.2,105.9,51.1,16,69.5,545,480,445,300000
860Z200US01301,1301,44.6,94.4,72.9,553,55.7,8112,7322,6265,209300
860Z200US01330,1330,57.5,120.3,55.4,35,58.8,791,668,585,328400
860Z200US01331,1331,45,96.8,58.7,516,56.9,6500,6139,5320,193400
860Z200US01337,1337,49,107.7,65.7,75,61,1261,1119,1060,260300
860Z200US01338,1338,61.6,155.3,79.6,0,46.3,44,44,null,225000
860Z200US01339,1339,54.8,99.6,83.9,29,46.8,605,547,495,248100
860Z200US01340,1340,53.4,103.8,82,35,60.9,901,826,780,233200
860Z200US01341,1341,54.2,95.3,89.9,11,66.1,868,617,575,344500
860Z200US01342,1342,37.8,106,52.3,116,55.1,515,478,325,274400
860Z200US01343,1343,45.4,108.2,50.5,3,64.6,80,80,75,215000
860Z200US01344,1344,43,85.5,64.3,50,60,784,760,650,207800
860Z200US01346,1346,51.8,126.1,94.7,16,76.5,268,172,160,237100
860Z200US01347,1347,27.7,17.6,4.5,38,83.6,173,136,null,-
860Z200US01349,1349,44.3,84.8,55.8,30,69.2,405,338,315,238000
860Z200US01350,1350,58.9,96.6,58.3,11,57.3,55,55,50,100000
860Z200US01351,1351,41.9,91.2,63.1,60,70,1527,1208,1160,271800
860Z200US01354,1354,47.7,121.8,50.5,116,65.5,984,759,610,269600
860Z200US01355,1355,56,125.4,47.9,29,68.2,590,506,450,295200
860Z200US01360,1360,47.6,99.1,63.3,154,63.7,1553,1359,1220,267000
860Z200US01364,1364,42.9,83.3,71.1,276,53.5,3366,3172,2735,173900
860Z200US01366,1366,51.9,118.2,69,67,58.3,577,538,485,310500
860Z200US01367,1367,43.3,94.7,100.4,9,53.5,199,178,155,235300
860Z200US01368,1368,48.2,135.6,70.7,15,63.6,709,673,605,274700
860Z200US01370,1370,51.8,90.6,79.1,95,56,1705,1453,1290,292800
860Z200US01373,1373,52.3,100.3,59.6,104,64.7,2858,2493,2300,345300
860Z200US01375,1375,34.5,97.9,32.3,499,73.8,2431,2159,1830,340000
860Z200US01376,1376,48,98,62.9,68,58.6,2494,2314,1940,211400
860Z200US01378,1378,50.1,98.4,50,10,58.6,377,334,325,267000
860Z200US01379,1379,51.2,111.1,66.5,11,52.5,356,316,285,223800
860Z200US01380,1380,30.6,291.7,30.6,0,76.3,29,29,null,150000
860Z200US01420,1420,37.1,96.2,52.5,2763,60.3,20203,18719,15980,232200
860Z200US01430,1430,40.4,104.3,71.1,235,61.8,3034,2610,2350,292300
860Z200US01431,1431,50.8,105.6,54.7,110,67.7,1831,1597,1490,288400
860Z200US01432,1432,39.8,96.4,52.4,132,71.3,4605,4176,3930,335200
860Z200US01434,1434,45.2,316.5,43.4,87,36.5,638,631,570,347400
860Z200US01436,1436,32.6,153.7,65.2,140,55.9,1471,1340,1035,275500
860Z200US01438,1438,19.1,119.9,97.3,40,56.7,135,113,null,181100
860Z200US01440,1440,44.5,112.5,55.1,899,54.5,9681,8918,7755,199600
860Z200US01450,1450,41.6,110.2,72.8,348,66.7,5719,4622,4150,517600
860Z200US01451,1451,41.8,102.8,77.5,86,62,2431,1689,1470,623100
860Z200US01452,1452,42.6,102.8,62.8,184,67.6,2328,1995,1890,295900
860Z200US01453,1453,41.6,102.9,62.4,1641,64,22481,20498,19140,275300
860Z200US01460,1460,41.7,94.7,67.3,399,63.7,5028,4252,3905,526600
860Z200US01462,1462,42.8,101.8,62.5,435,64,5989,5360,4970,344400
860Z200US01463,1463,42.8,96.9,60.7,619,65.3,6149,5321,5065,381200
860Z200US01464,1464,46.6,182.2,44.1,269,47.7,3078,2762,2605,324000
860Z200US01468,1468,46.6,95.7,55.1,157,75.4,2507,2327,2270,280900
860Z200US01469,1469,38.8,99.3,61.2,292,68.3,3906,3656,3470,318500
860Z200US01473,1473,47.4,97,72.1,247,62.7,4186,3690,3480,317200
860Z200US01474,1474,54.8,104,37.3,81,67.4,1047,1003,925,325400
860Z200US01475,1475,39.2,100,62.6,473,59.3,4765,4367,3880,238500
860Z200US01501,1501,43.1,89.7,72.6,511,62,8138,7447,6950,295700
860Z200US01503,1503,50,86.2,88.2,83,61.8,1703,1426,1335,477100
860Z200US01504,1504,43.1,88.2,63.1,228,71.3,5177,4728,4425,304800
860Z200US01505,1505,45.5,98.4,65.2,157,64.7,2537,2070,1865,470500
860Z200US01506,1506,50.1,90.1,68.3,200,62,1804,1699,1660,248200
860Z200US01507,1507,41.1,94.8,66.9,532,62.8,6477,5966,5645,340600
860Z200US01510,1510,36.4,100.4,47.6,876,69.5,8630,7663,6840,290600
860Z200US01515,1515,50.6,105.6,66.1,58,63.1,1054,971,945,284200
860Z200US01516,1516,42.1,95.4,54.9,274,69.3,5202,4476,4265,354400
860Z200US01518,1518,37.1,96,61.2,110,62.6,1535,1498,1475,327900
860Z200US01519,1519,41.2,108.7,50.1,339,70.6,4320,3481,3100,418400
860Z200US01520,1520,41.4,94.4,72.6,692,66.8,8573,7530,7200,363600
860Z200US01521,1521,49,110.8,69.1,107,62.6,1324,1278,1185,258600
860Z200US01522,1522,44.4,102.3,59.7,218,64.9,1539,1423,1325,338000
860Z200US01523,1523,40.1,143.8,52,455,51.5,3617,2534,2345,374600
860Z200US01524,1524,42.3,101.8,51.7,530,68.4,3464,3224,2900,303700
860Z200US01525,1525,-,-,-,0,100,31,31,null,-
860Z200US01527,1527,43.9,90.5,60.9,262,64,7277,6590,5895,316600
860Z200US01529,1529,47.2,92.9,55.9,124,67,1766,1664,1480,341900
860Z200US01531,1531,50.3,100.8,71.1,18,62.3,529,491,450,338100
860Z200US01532,1532,44.1,85.8,57.4,414,69.3,8597,7162,6555,475400
860Z200US01534,1534,44.4,97.5,66.3,194,68,3394,2864,2705,372100
860Z200US01535,1535,47.3,97.5,56.4,159,65.6,2659,2446,2300,261800
860Z200US01536,1536,41.9,88.4,63.6,211,62.2,3525,3090,2770,386600
860Z200US01537,1537,36.6,78,49.4,95,78.8,1113,1041,1035,294400
860Z200US01540,1540,39.7,93.9,51.3,699,67.3,6094,5681,5225,283200
860Z200US01541,1541,49.1,104.2,68.4,80,69.3,1966,1547,1400,419600
860Z200US01542,1542,44,87.8,91.9,61,57.7,1167,1028,935,293400
860Z200US01543,1543,42.4,120.3,55.7,738,66.4,4632,3918,3630,350500
860Z200US01545,1545,39.6,93.2,65.9,1337,64.1,18886,15972,14780,447400
860Z200US01550,1550,40.6,92,58.9,786,56.8,7954,7474,6390,222900
860Z200US01560,1560,38,111.2,59,188,68.4,2470,2100,1895,378100
860Z200US01561,1561,3.9,331.3,109.1,0,100,33,33,null,-
860Z200US01562,1562,47.9,114.7,70.5,653,60.5,6120,5563,5100,309500
860Z200US01564,1564,49.9,90.9,72.1,186,65.1,4227,3962,3610,372400
860Z200US01566,1566,48.4,89.7,84,199,64.7,3334,3029,2865,317400
860Z200US01568,1568,45.1,97,76.3,212,66.9,3819,3072,2825,506700
860Z200US01569,1569,43.9,100.3,57.8,465,67.7,7602,6662,6120,365400
860Z200US01570,1570,42,87.1,63.9,628,58.9,8277,7801,6790,275700
860Z200US01571,1571,41.2,92.3,56.4,1739,61.8,5848,5547,4900,285200
860Z200US01581,1581,38.9,101.5,68.5,454,68.7,10969,8818,7670,508800
860Z200US01583,1583,46,109.9,63.9,281,54.7,3558,3149,3030,323600
860Z200US01585,1585,51.1,84,75.5,81,61.4,2436,2208,1990,257300
860Z200US01588,1588,38.1,94.7,57,376,69,5266,4785,4480,330200
860Z200US01590,1590,42.2,96.8,56.6,287,73.3,5507,4874,4485,391300
860Z200US01602,1602,39.8,88.4,55.6,2952,61,13561,12145,10580,280700
860Z200US01603,1603,35.7,94.5,44.1,1729,60.4,10000,9406,7505,229800
860Z200US01604,1604,35.9,104.8,52.5,1796,63.9,20703,19324,16125,246600
860Z200US01605,1605,32.5,94.6,62.9,1569,55.2,12988,11940,9245,258000
860Z200US01606,1606,38.9,98.1,50.3,907,66.4,12255,11306,10230,259800
860Z200US01607,1607,39.5,105.1,43.1,350,56.7,4148,3852,3295,246900
860Z200US01608,1608,27.5,107.4,47,307,63.2,2164,2034,1055,154400
860Z200US01609,1609,32,113.2,36.2,6272,49.5,9938,8623,6330,325000
860Z200US01610,1610,27.6,84.5,36.2,6760,51.3,10759,9916,6500,200600
860Z200US01611,1611,44.9,107.4,34,145,67.8,1292,1204,1135,275000
860Z200US01612,1612,36.7,114.9,48.4,853,63,2617,2274,2055,365300
860Z200US01701,1701,43.8,104.4,68.2,1222,66.4,17970,15032,13530,480700
860Z200US01702,1702,35.1,98.9,51.3,3073,68.7,21012,18577,14040,431600
860Z200US01718,1718,38.8,110.1,55.3,0,75.4,427,343,310,318000
860Z200US01719,1719,43.4,90.6,48.6,372,67.5,3052,2715,2460,576200
860Z200US01720,1720,43.8,88.2,72.7,735,66.4,11787,8795,7835,624000
860Z200US01721,1721,41.1,93.8,58.9,424,70.7,10627,9190,8040,435900
860Z200US01730,1730,43.3,90.4,67.5,527,61.1,6603,5089,4660,718800
860Z200US01731,1731,22.3,148.6,84.9,77,34.7,791,670,585,-
860Z200US01740,1740,42.1,100.7,73.5,203,66.3,2775,2012,1950,612800
