GEO_ID,zip_code,median_age,sex_ratio,age_dependency_ratio,undergraduate_students,employment_population_ratio,total_workers,workers_not_from_home,commute_vehicles,median_household_value
860Z200US11733,11733,45.4,104.2,68,985,62.2,8683,7406,6660,548900
860Z200US11735,11735,42.7,94.6,52.3,2179,64.2,17645,16665,13755,451300
860Z200US11738,11738,34.7,109.9,51.6,1156,66.2,10242,9891,8745,381800
860Z200US11739,11739,47.1,108.5,63.4,109,65.6,894,806,720,656900
860Z200US11740,11740,42.8,89.3,78.2,337,60.2,4958,4446,3975,564700
860Z200US11741,11741,40.1,91.5,61.5,1489,66,14357,13473,12015,415700
860Z200US11742,11742,39.7,96.9,55,494,68.5,6914,6562,5935,381600
860Z200US11743,11743,47.1,97.2,65.7,1243,64.1,21900,18505,14860,652800
860Z200US11746,11746,42.3,101.6,63.1,3461,64,34723,31690,25665,531800
860Z200US11747,11747,50.6,84,85.6,471,59.1,9380,8178,6910,678200
860Z200US11749,11749,38.8,85.3,52.1,266,67.3,2007,1915,1675,351800
860Z200US11751,11751,45.1,91.8,58.1,894,65.6,7517,7053,6290,398300
860Z200US11752,11752,45.6,105,54.3,555,68.2,5121,4801,4210,381100
860Z200US11753,11753,43.5,89.9,78.5,516,56,5774,4872,3550,855600
860Z200US11754,11754,43.6,88.6,70,806,62.7,8902,8185,7130,471300
860Z200US11755,11755,40.8,116.5,66.7,785,58.9,5541,5226,4575,460500
860Z200US11756,11756,42.3,96.1,53.4,2157,66.4,23686,22285,18865,441800
860Z200US11757,11757,41,100.4,54.8,2064,64.5,23477,22014,18665,384800
860Z200US11758,11758,45.7,94.2,64.3,2579,62.6,27940,25531,20400,527900
860Z200US11762,11762,43.5,96.4,69.9,994,60.9,11131,10079,8610,545000
860Z200US11763,11763,41.5,95.3,66.2,1472,58.5,14080,13417,11920,352700
860Z200US11764,11764,40.8,92.3,74.4,1083,49.5,5132,4725,4405,453700
860Z200US11765,11765,49.2,112.8,100.3,47,56.1,341,299,245,"2,000,000+"
860Z200US11766,11766,48.6,102,98.6,425,55.5,5000,4584,4130,482500
860Z200US11767,11767,44.7,103.5,68.6,682,64,7119,6296,5705,492100
860Z200US11768,11768,50.2,100,76.8,611,60.9,10540,9449,8255,676000
860Z200US11769,11769,48.6,93,65.3,523,63,4844,4512,4200,460700
860Z200US11770,11770,43.6,167.3,59.8,2,80.2,78,64,55,581500
860Z200US11771,11771,41.5,88,68.5,386,64.7,5041,4385,3315,823400
860Z200US11772,11772,39.7,91.6,54.3,2613,65.4,24298,22958,20295,360100
860Z200US11776,11776,40.7,87.2,55.4,1488,62.9,12005,11397,10315,389600
860Z200US11777,11777,46.2,97.8,73.7,367,60.4,4495,4075,3675,589500
860Z200US11778,11778,40.1,97.6,54,406,68.9,6491,6284,5975,337500
860Z200US11779,11779,38.1,97.2,56,1775,65,19937,19039,17340,378200
860Z200US11780,11780,46.1,94.2,67.8,756,61,7833,7086,6575,587000
860Z200US11782,11782,42.9,96.7,73.8,828,62.4,7528,6905,6135,491900
860Z200US11783,11783,42.1,105.5,65.6,1388,65.2,11427,10573,8530,524500
860Z200US11784,11784,39.5,98.2,57.5,990,61.8,12680,12225,11010,353300
860Z200US11786,11786,38.9,106,63.8,306,62.1,3081,2882,2710,451600
860Z200US11787,11787,46.8,98.9,66,1586,61.4,17363,15586,14340,549400
860Z200US11788,11788,44,100.3,57.1,856,61.9,8522,7941,7355,531500
860Z200US11789,11789,43.3,86.1,54.6,349,66.5,3830,3606,3250,324400
860Z200US11790,11790,22.7,111.8,38.5,7328,47.7,7975,6940,4710,492300
860Z200US11791,11791,43.3,100.6,80.2,702,61.1,11819,9778,7260,731000
860Z200US11792,11792,41.5,99.3,59.5,521,67.2,4844,4341,4075,464300
860Z200US11793,11793,41.1,96.9,65.2,1254,65,16175,14857,11900,517700
860Z200US11794,11794,19.5,90.9,3.1,1230,31.9,374,349,60,-
860Z200US11795,11795,40.6,103.6,54,1500,66.5,13862,12486,10910,467800
860Z200US11796,11796,44.9,80.5,52.1,161,63.9,1983,1838,1665,443200
860Z200US11797,11797,54.4,95.9,107.8,196,49,3682,3075,2325,844100
860Z200US11798,11798,37.1,96,57.5,759,62.5,8515,8076,5250,350100
860Z200US11801,11801,41.9,104.8,56.2,2315,62.4,21253,19276,14150,501400
860Z200US11803,11803,45.4,97,80.8,1163,63,14934,12611,9990,629300
860Z200US11804,11804,42.2,104.1,76,186,64,2271,1969,1655,636900
860Z200US11901,11901,43.1,119,72.8,1221,52.5,14034,13442,11745,360000
860Z200US11930,11930,59.5,74.5,80.1,39,57.1,376,363,340,1690700
860Z200US11931,11931,-,-,-,0,-,0,0,-,-
860Z200US11932,11932,50.7,97.8,135.3,8,53.7,452,312,250,1553600
860Z200US11933,11933,51.5,108.9,81.4,233,52,2957,2855,2675,355500
860Z200US11934,11934,42.5,85.9,63.3,428,63.2,3957,3657,3245,451000
860Z200US11935,11935,54,96,92.7,37,55.1,1368,1110,980,627800
860Z200US11937,11937,45.9,84.4,65.5,746,64.4,10734,8407,6235,871600
860Z200US11939,11939,61.3,72.4,115.4,38,45.5,543,416,390,731600
860Z200US11940,11940,47.3,120.2,76.2,212,60.7,2482,2201,2010,473100
860Z200US11941,11941,46.3,90.6,71.4,60,56.7,1149,1077,1020,521200
860Z200US11942,11942,52.4,77.6,75.7,293,58.3,2658,2351,2130,653000
860Z200US11944,11944,54.1,82.4,81.6,89,52.3,2128,1959,1460,622700
860Z200US11946,11946,43.1,116.5,61.1,543,61.5,8349,7841,6785,582500
860Z200US11947,11947,-,-,-,0,-,0,0,-,-
860Z200US11948,11948,37.3,100.8,28.9,0,66.2,298,254,null,598200
860Z200US11949,11949,46.9,100.5,61.5,496,61.8,6395,5821,5465,443800
860Z200US11950,11950,31.9,110.5,57,859,58.7,7799,7675,6885,282700
860Z200US11951,11951,36.3,78.1,67,533,59,6361,6013,5500,244400
860Z200US11952,11952,58.5,86.9,82,212,51.1,2266,2110,1955,585800
860Z200US11953,11953,43.3,79.2,66,610,60.9,7046,6488,5970,306900
860Z200US11954,11954,51.8,128,77.7,56,57.8,2043,1730,1615,995400
860Z200US11955,11955,56.2,84.5,100.2,161,47.1,1136,1136,1120,358100
860Z200US11956,11956,58.8,115.5,127.9,26,43.8,120,103,70,867300
860Z200US11957,11957,62.3,91.7,78.8,62,44,399,330,285,859300
860Z200US11958,11958,48.3,71.4,144.5,3,40.2,244,225,160,772200
860Z200US11959,11959,65.8,92.9,226.5,16,47.5,226,143,140,1529600
860Z200US11960,11960,53.5,95.3,136.3,12,55.1,456,379,340,921700
860Z200US11961,11961,48.7,83.3,86.7,371,51.8,5722,4895,4645,307800
860Z200US11962,11962,63.6,88.8,110.8,14,42.9,105,60,60,"2,000,000+"
860Z200US11963,11963,48.5,91.3,92.5,141,62.8,4165,3617,3125,950300
860Z200US11964,11964,49.7,128.2,82.1,88,49,1382,1167,930,871700
860Z200US11965,11965,64.5,78.3,89.8,0,58.6,328,217,null,906900
860Z200US11967,11967,40.2,105.4,53.3,1382,59,12836,12345,11320,301500
860Z200US11968,11968,50.9,102.2,76.9,710,60.1,6672,5425,3760,1102600
860Z200US11970,11970,68.3,77.9,109.2,0,41.7,218,98,null,695200
860Z200US11971,11971,53.4,98.7,109.6,72,52.1,2712,2485,2155,631000
860Z200US11972,11972,45.8,40.7,60.6,10,56.8,271,220,220,398100
860Z200US11973,11973,22.6,133.3,-,5,85.7,30,30,null,-
860Z200US11975,11975,52.5,111.4,76.1,0,44.8,162,116,100,"2,000,000+"
860Z200US11976,11976,49.3,93.6,57.8,18,59.3,1014,548,400,1664500
860Z200US11977,11977,47.7,93.8,118.1,103,56.9,1347,1105,885,868900
860Z200US11978,11978,45.8,105.3,75.3,238,58.8,1776,1563,1260,758000
860Z200US11980,11980,39,113.1,50.4,119,70.2,2901,2788,2530,337200
860Z200US12007,12007,46.5,184.1,93.6,24,64.4,142,142,140,219000
860Z200US12008,12008,27.9,96,81.5,10,68.1,263,253,255,207900
860Z200US12009,12009,42.7,93.3,65,326,61.7,4184,3856,3620,274400
860Z200US12010,12010,40.5,100.3,72.8,1025,55.4,11803,10912,9370,136000
860Z200US12015,12015,50.8,91.9,73.9,91,60,1743,1594,1460,215200
860Z200US12017,12017,63.3,88.7,112.8,11,69.8,259,225,210,124500
860Z200US12018,12018,47.6,123.1,69.2,246,64.9,3857,3396,3260,258300
860Z200US12019,12019,45.9,100.1,78,430,64.3,7637,6863,6465,318700
860Z200US12020,12020,43,99.6,59.7,1090,63.9,17816,15892,14740,254500
860Z200US12022,12022,41.4,102.8,68.1,33,62.7,458,370,330,162100
860Z200US12023,12023,49.6,98.5,60.4,57,68,1156,1007,865,216200
860Z200US12024,12024,56.1,126.9,34.1,0,36.8,21,12,null,222500
860Z200US12025,12025,47.7,93.9,55.3,270,57.7,2578,2466,2315,180400
860Z200US12027,12027,44.1,72.4,67.2,253,61.7,2052,1686,1610,287200
860Z200US12028,12028,51.5,116.7,67.1,40,58.8,426,403,365,160800
860Z200US12029,12029,56.2,120.9,91,9,51.7,464,411,355,289900
860Z200US12031,12031,51.1,148.1,73.5,3,50,82,65,60,178800
860Z200US12032,12032,51.8,89.6,108.9,6,51.8,277,262,255,155700
860Z200US12033,12033,46.6,89.2,66.6,291,57,3879,3551,3350,233600
860Z200US12035,12035,56.9,104.4,83.7,5,45.3,172,172,170,150600
860Z200US12036,12036,32.6,98.2,62.6,8,42.3,74,70,65,115900
860Z200US12037,12037,46.5,86.1,74,126,60.3,2183,1831,1635,263800
860Z200US12040,12040,61.4,316.7,13.6,0,56,14,14,null,89200
860Z200US12041,12041,32.4,100.3,10.1,32,81.1,450,450,405,190900
860Z200US12042,12042,52.4,93.8,20.9,12,69.2,184,184,185,190800
860Z200US12043,12043,35.6,92.6,56.1,1498,51.8,3344,3099,2510,147400
860Z200US12045,12045,34,106.9,63.6,0,66.7,288,288,265,139800
860Z200US12046,12046,51.8,109.4,98.5,0,51.2,221,221,220,211900
860Z200US12047,12047,39.9,81,66.7,889,59.9,10856,9870,8645,196200
860Z200US12051,12051,38.6,246.6,39.2,47,24.6,1376,1283,1090,205600
860Z200US12052,12052,45.9,83.5,63.3,116,68.1,1130,1082,1035,194100
860Z200US12053,12053,44.4,111.8,50.3,162,55.1,1887,1601,1520,229400
860Z200US12054,12054,42.6,93.1,68.7,479,64.6,8728,7534,6920,282400
860Z200US12056,12056,35.7,98.2,62.8,106,64.6,1166,1072,1035,259600
860Z200US12057,12057,42.1,136.9,56.4,67,64.9,1203,1084,1015,191600
860Z200US12058,12058,50.9,114.5,60.5,3,48.5,393,366,325,167900
860Z200US12059,12059,48.9,106.5,50.2,40,64.9,820,784,745,272200
860Z200US12060,12060,56.9,101.3,80.8,14,53.7,891,742,660,286300
860Z200US12061,12061,40.2,102.4,66.6,332,65.6,5205,4619,4150,272400
860Z200US12062,12062,42.1,148.6,37.9,99,74.9,976,875,790,199200
860Z200US12063,12063,59.1,51.9,52.6,32,55.1,335,335,335,229700
860Z200US12064,12064,57.5,85.9,70,0,51.2,171,171,150,89600
860Z200US12065,12065,40.3,99.1,62,1792,68.6,24264,21693,20225,290800
860Z200US12066,12066,48.8,109.8,53.6,29,63.7,834,757,695,172800
860Z200US12067,12067,41,62.4,73.7,6,64.3,743,722,630,299000
860Z200US12068,12068,48.6,95.7,81.5,110,52,1153,1112,1050,144700
860Z200US12069,12069,42.2,99.5,19.2,64,59.9,217,195,150,126600
860Z200US12070,12070,43.9,128.4,56.2,94,54.4,1030,959,925,109300
860Z200US12071,12071,46,110.3,48.9,0,46.9,83,83,80,151100
860Z200US12072,12072,33.4,97.1,63,79,54.7,1273,1236,1140,133800
860Z200US12074,12074,48.8,120.3,63.8,181,60.4,1500,1358,1305,220900
860Z200US12075,12075,51.5,105.4,91.3,74,47.3,1081,947,865,261500
860Z200US12076,12076,54.6,96.4,76.1,16,49.8,512,478,440,175400
860Z200US12077,12077,42.5,94.6,60.6,109,63.7,3341,2907,2600,295600
860Z200US12078,12078,43.3,97.1,66.7,921,53.4,9734,9416,8335,102000
860Z200US12082,12082,-,-,-,0,0,0,0,-,-
860Z200US12083,12083,46.2,91.4,74.3,187,63.6,2008,1797,1645,191900
860Z200US12084,12084,34.7,117,55.9,65,73.4,2739,2409,2050,268600
860Z200US12085,12085,56.3,167.2,92.7,21,44.8,113,113,115,-
860Z200US12086,12086,54.8,78.3,62,84,46.4,705,657,625,168500
860Z200US12087,12087,50.9,148.4,28.5,55,57.9,589,532,510,220200
860Z200US12090,12090,46.5,86.1,102.5,203,54.1,2168,2020,1795,161300
860Z200US12092,12092,43,117.7,71.5,18,60.5,733,651,650,113500
860Z200US12093,12093,49.1,115,59.7,38,49.5,611,518,455,136700
860Z200US12094,12094,46.4,130.8,59.4,32,57.2,1173,992,960,183000
860Z200US12095,12095,43.7,106.7,61.3,342,60.8,6114,5675,5205,129800
860Z200US12106,12106,52,92.7,96.2,128,54.6,1034,874,765,254600
860Z200US12108,12108,50,152.5,72.9,17,42.1,197,185,180,225000
860Z200US12110,12110,41.4,102.3,60.2,1120,63.5,10573,9505,8615,264700
860Z200US12115,12115,69.4,144,221.1,0,31.1,19,0,-,-
860Z200US12116,12116,43.4,75.6,83.8,30,57.2,678,599,570,129400
860Z200US12117,12117,48.6,91.4,64.1,68,56.1,1323,1275,1210,171800
860Z200US12118,12118,43.7,100.2,64.5,464,62.9,8401,7776,7275,275800
860Z200US12120,12120,41.7,89.1,63.4,15,55.1,293,276,260,260000
860Z200US12121,12121,46,96.9,87.9,46,65.4,1236,1153,1080,186200
860Z200US12122,12122,53.2,94.7,75.3,147,53.4,1688,1570,1385,140600
860Z200US12123,12123,42.8,107.6,63.7,112,64.9,2473,2214,2080,201400
860Z200US12124,12124,46.8,150.5,62.9,0,57.8,96,68,null,261600
860Z200US12125,12125,40.7,84.7,59,16,59.8,598,487,460,212700
860Z200US12130,12130,35.8,103.6,133.3,0,62.1,172,172,170,202800
860Z200US12131,12131,56.3,70.7,159.3,0,45.5,55,48,45,116700
860Z200US12132,12132,42.7,76.5,65,0,90.7,109,75,null,270500
860Z200US12134,12134,51.9,91.4,86.7,138,45.1,1779,1731,1580,171000
860Z200US12136,12136,57.2,105.6,92.2,0,55.8,383,257,235,322000
860Z200US12137,12137,35.9,91.9,46.5,251,66.6,1153,1126,1100,219400
860Z200US12138,12138,49.9,114.6,63.2,73,57.2,1343,1235,1165,154600
860Z200US12139,12139,61.3,91.9,99.2,0,35.9,81,76,65,208300
860Z200US12140,12140,54.5,88.9,53.9,81,66.1,865,736,640,217700
860Z200US12143,12143,40.8,100.2,42.4,378,69.5,3161,2673,2500,192500
860Z200US12144,12144,41,95.9,56.7,812,64.4,11444,10584,9420,209900
860Z200US12147,12147,63.4,113.3,148.8,0,52.4,182,170,170,226800
860Z200US12148,12148,49.7,99.6,71.9,151,57.7,2169,1866,1740,349700
860Z200US12149,12149,45.4,103.6,63.1,49,61.7,1073,933,845,126100
860Z200US12150,12150,54.1,100.3,58.4,29,59.9,306,296,285,186900
860Z200US12151,12151,49.6,98.4,59.5,19,62.6,440,412,385,260100
860Z200US12153,12153,45,132.9,60.4,0,53.4,322,245,240,317200
860Z200US12154,12154,40.7,106.3,52.7,47,64,1476,1379,1305,213000
860Z200US12155,12155,52.6,106.7,84,15,52.9,701,677,645,126000
860Z200US12156,12156,45.3,125.7,74.4,35,65,430,408,360,204900
860Z200US12157,12157,45.5,99.9,73.5,96,54.7,2018,1942,1790,177600
860Z200US12158,12158,46,103.5,53.3,136,65.5,3462,3078,2920,247200
860Z200US12159,12159,51.7,94.1,86.5,341,55.6,3941,3488,3360,361800
860Z200US12160,12160,51.6,115.3,59.5,5,52.2,333,324,260,118600
860Z200US12161,12161,-,-,-,0,100,8,8,null,-
860Z200US12164,12164,62.3,84.6,87.6,39,45.6,197,191,135,160800
860Z200US12165,12165,58.2,166.7,154.5,0,45.8,63,56,55,336800
860Z200US12166,12166,40.2,111.4,61.9,48,56.2,664,611,580,146600
860Z200US12167,12167,50.3,98.1,67.1,72,47.1,961,904,720,165600
860Z200US12168,12168,49.1,109.1,55.1,14,52.1,811,791,755,178100
860Z200US12169,12169,52.5,124.9,68.1,11,63.4,187,187,185,-
860Z200US12170,12170,43.1,89.1,48.6,199,65.5,2766,2410,2260,230300
860Z200US12172,12172,22.7,113.3,44.5,16,71.6,95,95,95,-
860Z200US12173,12173,34.7,107.3,73.2,65,65.2,1005,943,855,170800
860Z200US12174,12174,52.7,98,149.2,0,41.9,205,200,145,95000
860Z200US12175,12175,46,116.6,122.7,0,52.9,296,269,250,123100
860Z200US12176,12176,51.6,45,32.3,26,61.4,223,209,205,178600
860Z200US12177,12177,51.6,48.5,46.4,0,63.1,269,247,245,87800
860Z200US12180,12180,34.5,95.8,45.5,6865,58,25650,23383,18875,188500
860Z200US12182,12182,40.1,94.8,65.8,526,56.4,6399,5924,5170,158400
860Z200US12183,12183,37.1,92.3,57.3,82,51.7,1238,1165,980,134300
860Z200US12184,12184,48.2,101,76,131,56.9,3298,2953,2680,251900
860Z200US12185,12185,40.7,107,53.6,36,63,930,893,860,209500
860Z200US12186,12186,48.3,105.1,53,310,63.4,3363,3102,2970,266600
860Z200US12187,12187,39.4,100,91.4,30,50.4,211,198,190,158900
860Z200US12188,12188,42.6,100.3,56.5,283,65.3,6368,5950,5630,234700
860Z200US12189,12189,37.6,86.3,56.2,1191,65.3,9525,9060,7680,176300
860Z200US12190,12190,38.5,107.3,74.7,14,38.7,189,166,160,164500
860Z200US12192,12192,47.1,122.4,69.8,143,55.9,1005,854,840,170200
860Z200US12193,12193,44.5,139.9,92.4,49,55,805,758,720,194400
860Z200US12194,12194,45.5,117.3,75.3,7,49.6,67,64,65,166100
860Z200US12195,12195,28.7,59.7,6.7,0,93.7,178,178,null,-
860Z200US12196,12196,40.7,89.2,108.1,149,65.4,1798,1715,1535,242400
860Z200US12197,12197,46.5,97.5,66.6,33,59.9,1078,1052,865,153400
860Z200US12198,12198,46.6,98.9,66.4,255,63.5,3571,3167,3120,209200
860Z200US12202,12202,35.9,104.6,53.9,215,62.2,4256,3924,2270,142200
860Z200US12203,12203,35.4,94.2,41.7,4046,63.7,16857,14696,11955,221600
860Z200US12204,12204,31.8,107.8,57.7,300,66.2,4113,3918,3215,189700
860Z200US12205,12205,43.2,100.8,65.6,1038,62.3,13467,12380,10945,230800
860Z200US12206,12206,30.3,81.4,57.2,1244,53.9,6423,6238,3665,118400
860Z200US12207,12207,33.7,120.8,44,57,52.1,941,861,530,182100
860Z200US12208,12208,33.2,83.5,45.4,2233,60.5,11465,10511,7790,213900
860Z200US12209,12209,35.1,86.1,49.3,569,68.8,5531,4886,3705,163100
860Z200US12210,12210,32.6,112.6,37,740,68.9,6186,5757,3200,130500
860Z200US12211,12211,36.7,93.4,61.1,2790,57.5,6578,5582,5020,317700
860Z200US12222,12222,19.8,81.6,2.3,6707,33.5,2047,1838,660,-
860Z200US12226,12226,-,-,-,0,-,0,0,-,-
860Z200US12302,12302,42.2,91.5,81.1,921,59.9,13155,12124,11345,194400
860Z200US12303,12303,39.9,96.7,63.2,1430,58.9,14017,12546,11040,190300
860Z200US12304,12304,43.2,103.5,63.2,672,52.8,8849,8276,7130,133600
860Z200US12305,12305,35.6,117,22.6,1343,53.1,3431,3264,2355,116900
860Z200US12306,12306,41.3,94.4,63.4,924,61.6,13338,12449,11245,170600
860Z200US12307,12307,30.1,108.5,56.4,197,50.8,2754,2621,1710,90200
860Z200US12308,12308,35,92.2,46.7,2262,53.7,6474,5887,4205,133900
860Z200US12309,12309,41.9,95.9,76.2,1062,63.7,16321,14227,13345,256900
860Z200US12401,12401,40,97.6,59,1470,60.2,17152,15510,12910,213000
860Z200US12404,12404,44.2,84.3,72.6,104,58.5,1695,1484,1320,290500
860Z200US12405,12405,45.4,80.5,55,66,62.7,336,336,280,148600
860Z200US12406,12406,49.8,134,95.5,46,63.1,329,284,235,172100
860Z200US12407,12407,42.9,144.9,60,11,64.8,70,70,60,206300
860Z200US12409,12409,61.4,90.2,89.9,56,62.9,501,401,365,396900
860Z200US12410,12410,57.3,257.8,42.6,0,41.4,140,135,110,174600
860Z200US12411,12411,52.5,78.3,54.1,0,66.4,211,177,170,223700
860Z200US12412,12412,68.3,155.6,319.7,0,24.3,114,68,null,205400
860Z200US12413,12413,40.6,74.1,61.3,102,65.9,1707,1549,1435,172500
860Z200US12414,12414,46.7,118.4,60.3,286,52.2,4475,4022,3570,185100
860Z200US12416,12416,67.5,208.6,111.8,0,50,108,26,null,270800
860Z200US12417,12417,51.4,83.1,46.8,106,71.6,626,558,545,91400
860Z200US12418,12418,41.9,140,65,16,68.4,154,154,125,182400
860Z200US12419,12419,52.1,66.6,56.9,53,62.5,304,264,235,262200
860Z200US12420,12420,29.4,103.5,61.3,22,83.2,137,127,125,-
860Z200US12421,12421,69.8,66.7,179.1,0,56.4,128,115,100,290000
860Z200US12422,12422,49.7,71.4,55.2,0,75.7,262,236,175,200000
860Z200US12423,12423,37.4,137.6,95.3,4,55,481,441,320,167200
860Z200US12424,12424,64.1,228.8,105.5,0,48.1,115,115,115,217500
860Z200US12427,12427,36,58.4,72.4,38,74.8,471,471,300,256700
860Z200US12428,12428,40.3,105.4,76.3,470,49.2,2639,2463,2115,162400
860Z200US12429,12429,-,84.2,84.2,0,100,35,35,null,-
860Z200US12430,12430,51.1,60.6,78.4,8,55,622,561,480,198600
860Z200US12431,12431,48.9,92.3,52.7,9,62.9,803,721,650,164600
860Z200US12432,12432,32.8,61.9,117,8,60.3,311,311,305,-
860Z200US12433,12433,46.5,70.5,170,0,41.9,149,121,120,290200
860Z200US12434,12434,45.7,90.3,119.8,14,43.1,241,224,215,113200
860Z200US12435,12435,43.1,176.3,136,0,61.3,95,70,null,206000
860Z200US12436,12436,65.6,67.2,183.5,0,35.3,79,79,null,-
860Z200US12438,12438,43.6,61.1,52.6,0,100,19,19,null,-
860Z200US12439,12439,53.5,72.3,66.3,41,48.4,147,136,135,178100
860Z200US12440,12440,53.5,84.3,55.2,17,59.4,825,750,665,328900
860Z200US12441,12441,78.1,188.2,157.9,0,38.8,38,11,-,163000
860Z200US12442,12442,59,93.2,83.4,22,44.6,258,199,155,198400
860Z200US12443,12443,49.1,85.1,55.1,97,67.9,2099,1931,1815,245300
860Z200US12444,12444,50.7,182.4,61.8,44,62.5,239,212,180,401300
860Z200US12446,12446,45.5,89.4,64.4,222,62.6,2625,2311,1935,232500
860Z200US12448,12448,77.2,207.7,158.1,0,40,64,12,null,451100
860Z200US12449,12449,49.4,112.2,64.4,96,46.7,1325,1267,1150,191900
860Z200US12450,12450,50.4,114.4,66.4,28,76.3,142,84,null,189400
860Z200US12451,12451,44,157.3,57.1,7,73,789,772,635,164100
860Z200US12452,12452,73.8,128.6,-,0,18.8,3,3,-,-
860Z200US12453,12453,82.5,81.3,544.4,0,26.7,62,62,null,-
860Z200US12454,12454,35.7,101.9,52.7,0,44.4,166,166,140,232500
860Z200US12455,12455,49.8,93.6,84.2,0,48.4,714,578,430,190700
860Z200US12456,12456,34.1,119.3,80.9,12,66.9,377,323,270,130100
860Z200US12457,12457,41,118,73.5,0,49.9,607,470,380,-
860Z200US12458,12458,46.2,310.3,28.3,258,26.8,933,922,825,137500
860Z200US12459,12459,63.5,133.3,55.6,9,84.8,84,84,75,144800
860Z200US12460,12460,46.3,159.4,87.1,0,65,87,87,75,145100
860Z200US12461,12461,47,119.9,92.8,52,56.5,646,473,395,351200
860Z200US12463,12463,47.9,66.4,72.6,0,53.9,532,495,390,185200
860Z200US12464,12464,56.5,88.7,58,48,53.7,503,381,245,265200
860Z200US12465,12465,61.7,289.8,94.9,0,42.8,140,92,null,349100
860Z200US12466,12466,48.3,107.3,91.6,112,52.1,923,881,835,219300
860Z200US12468,12468,53.7,95.7,91.1,54,49.8,607,548,420,190900
860Z200US12469,12469,57.8,105.6,61.8,7,57.7,406,359,320,178900
860Z200US12470,12470,44.2,60.7,63.1,71,76,417,393,340,169300
860Z200US12471,12471,58.6,16.6,18,0,15.6,45,45,null,189800
860Z200US12472,12472,48.7,108.3,43,47,68.6,790,727,565,250300
860Z200US12473,12473,60,95,111.9,2,49.5,287,271,225,189500
860Z200US12474,12474,54.5,106.3,71.1,13,67.3,562,562,510,170800
860Z200US12475,12475,45.3,148.9,136.2,18,55.6,197,190,185,268200
860Z200US12477,12477,48.1,96.6,65.9,683,60.4,8798,7831,6900,252600
860Z200US12480,12480,54.8,93.2,105,0,44,143,119,85,234400
860Z200US12481,12481,48.2,105.1,61.4,35,45.5,634,589,430,214600
860Z200US12482,12482,51.8,101.6,96.8,2,63.9,303,259,260,138900
860Z200US12483,12483,48.5,134.8,217.6,0,42.5,17,17,null,168800
860Z200US12484,12484,49.5,98.2,87.3,147,51.9,1416,769,700,343800
860Z200US12485,12485,48.1,78.1,157.4,3,53.9,446,415,310,300000
860Z200US12486,12486,52.2,97.3,125.3,13,76.2,1131,1071,1015,234900
860Z200US12487,12487,48.8,112.2,46.3,144,66.7,2307,2225,1905,254300
860Z200US12489,12489,59.9,60,93.1,0,29.5,33,33,null,-
860Z200US12490,12490,-,-,-,0,-,0,0,-,-
860Z200US12491,12491,41.5,95,86.5,50,54.9,790,757,730,262100
860Z200US12492,12492,59,114.1,32.2,5,64,126,89,85,-
860Z200US12493,12493,72.3,-,-,0,0,0,0,-,-
860Z200US12494,12494,49.5,120.5,53.6,99,57.8,428,236,235,272600
860Z200US12495,12495,71.6,117.8,292,0,65.3,64,38,null,292700
860Z200US12496,12496,53.5,93.1,65.9,63,48.4,502,430,365,241900
860Z200US12498,12498,60.5,95.9,116.8,107,41.6,1689,1284,1025,385800
860Z200US12501,12501,45,121.5,72.7,115,62.5,1048,937,735,274800
860Z200US12502,12502,47.5,129.2,74.7,43,61.2,618,565,380,293800
860Z200US12503,12503,47.5,90.5,66.5,57,55.2,301,245,210,367600
860Z200US12504,12504,19.8,56.5,1.2,1270,38.9,487,379,125,-
860Z200US12507,12507,21.2,102,47.3,69,52,132,99,80,426900
860Z200US12508,12508,39.8,107.3,51.5,699,56.4,9162,8222,6645,323700
860Z200US12512,12512,56.2,97.5,9.1,67,89,173,139,140,326900
860Z200US12513,12513,65.3,52.1,117.1,0,65.2,116,93,95,-
860Z200US12514,12514,57.9,102.3,77.7,113,55.9,1552,1294,1105,355300
860Z200US12515,12515,42.8,109.3,53.1,53,58.7,863,797,680,317100
860Z200US12516,12516,55.4,123.5,59.3,37,58.6,978,940,740,215500
860Z200US12517,12517,44.6,156.1,54.5,0,59.9,197,197,185,351400
860Z200US12518,12518,44.9,95.8,64.2,187,64.4,3171,2816,2490,305400
860Z200US12520,12520,45.3,90.5,62.4,122,63.2,1678,1463,1325,350800
860Z200US12521,12521,56.7,83.1,69.1,1,51,685,572,480,283100
860Z200US12522,12522,41.5,85.3,48.7,216,59.6,2433,2306,2060,234200
860Z200US12523,12523,45.3,99.2,82.2,32,52.9,853,704,590,314100
860Z200US12524,12524,45.3,113.4,66.5,316,53.2,6924,6370,5720,323100
860Z200US12525,12525,48.1,92.1,60.2,27,65.3,843,721,630,310700
860Z200US12526,12526,54.6,96.2,67.3,101,54,1580,1372,1040,329500
860Z200US12527,12527,-,100,-,0,100,12,12,null,-
860Z200US12528,12528,45.1,97,62.4,594,60.5,6742,5998,5375,259800
860Z200US12529,12529,56.3,94.6,81.9,73,56,956,850,740,293600
860Z200US12530,12530,56.3,28.3,18,0,22,78,78,null,-
860Z200US12531,12531,49.5,105.1,71.5,103,56.8,1052,921,840,364700
860Z200US12533,12533,41.9,98.4,65.7,1313,62.9,12812,11555,10540,364300
