GEO_ID,zip_code,household_total,median_household_income,mean_household_income,total_families,median_family_income,mean_family_income,calculated_household_total,not_all_lengths_1
860Z200US68440,68440,54,-,126856,35,218250,177877,6850224,Yes
860Z200US68441,68441,76,43676,50403,56,43542,53075,3830628,Yes
860Z200US68442,68442,124,32857,56094,64,52222,80416,6955656,Yes
860Z200US68443,68443,397,63047,78634,302,75625,89171,31217698,Yes
860Z200US68444,68444,17,64250,78176,15,64250,75207,1328992,Yes
860Z200US68445,68445,66,54625,66147,58,55000,72079,4365702,Yes
860Z200US68446,68446,1184,75714,83773,795,103050,105894,99187232,Yes
860Z200US68447,68447,251,60598,80600,153,68405,97659,20230600,Yes
860Z200US68448,68448,149,51563,74480,100,63636,83321,11097520,Yes
860Z200US68450,68450,925,42865,65364,635,55139,75597,60461700,Yes
860Z200US68452,68452,37,43750,56254,30,56250,62833,2081398,Yes
860Z200US68453,68453,131,59946,72492,83,66979,87657,9496452,Yes
860Z200US68454,68454,279,74861,90487,208,88750,103011,25245873,Yes
860Z200US68455,68455,267,62750,83182,187,49250,75168,22209594,Yes
860Z200US68456,68456,510,72778,86675,385,78438,99659,44204250,Yes
860Z200US68457,68457,197,69750,68644,145,86607,73466,13522868,Yes
860Z200US68458,68458,77,62917,79029,50,79375,101970,6085233,Yes
860Z200US68460,68460,256,80625,99059,182,113182,118607,25359104,Yes
860Z200US68461,68461,315,-,196440,171,230154,344235,61878600,Yes
860Z200US81615,81615,1503,127689,151422,587,"250,000+",218633,227587266,Yes
860Z200US68462,68462,1609,92031,98696,1262,102745,109485,158801864,Yes
860Z200US68463,68463,580,68500,78645,416,80208,91474,45614100,Yes
860Z200US68464,68464,248,66667,67449,135,79896,88656,16727352,Yes
860Z200US68465,68465,877,69896,85279,683,78589,95014,74789683,Yes
860Z200US68466,68466,678,48750,64571,402,68438,78651,43779138,Yes
860Z200US68467,68467,3819,64668,92580,2382,81557,108142,353563020,Yes
860Z200US68502,68502,11476,56567,72400,6271,74616,87237,830862400,Yes
860Z200US68503,68503,6311,40251,60086,3044,54059,62372,379202746,Yes
860Z200US68504,68504,7843,44894,52926,3230,54384,63439,415098618,Yes
860Z200US68505,68505,7264,67291,77803,4337,79516,92559,565160992,Yes
860Z200US68506,68506,12703,63171,81887,7282,84714,104877,1040210561,Yes
860Z200US68507,68507,6511,61895,78518,3860,79208,91784,511230698,Yes
860Z200US68508,68508,5580,30671,41599,1047,46080,67173,232122420,Yes
860Z200US68510,68510,9128,61141,73536,4759,82080,96743,671236608,Yes
860Z200US68512,68512,5630,88141,121227,3502,108129,151654,682508010,Yes
860Z200US68514,68514,119,113785,123227,119,113785,123227,14664013,Yes
860Z200US68516,68516,18258,92651,117045,13200,106610,133607,2137007610,Yes
860Z200US68517,68517,201,150625,197803,171,172768,224078,39758403,Yes
860Z200US68520,68520,766,98750,170245,629,105804,189633,130407670,Yes
860Z200US68521,68521,14582,57270,75631,8978,74883,91541,1102851242,Yes
860Z200US68522,68522,4275,69946,86199,2897,78002,97387,368500725,Yes
860Z200US68523,68523,670,117625,155177,550,131500,176629,103968590,Yes
860Z200US68524,68524,2102,67770,74163,1460,69050,76896,155890626,Yes
860Z200US68526,68526,2860,128750,182046,2285,144402,209343,520651560,Yes
860Z200US68527,68527,606,119940,156722,561,128750,161910,94973532,Yes
860Z200US68528,68528,2458,68434,79218,1396,86900,98155,194717844,Yes
860Z200US68531,68531,75,139453,149607,68,138906,150057,11220525,Yes
860Z200US68532,68532,215,131750,168540,188,145625,180032,36236100,Yes
860Z200US68601,68601,11640,62364,78090,7608,78285,93762,908967600,Yes
860Z200US68620,68620,1169,74896,94667,769,91319,115527,110665723,Yes
860Z200US68621,68621,122,-,45189,82,-,46276,5513058,Yes
860Z200US68622,68622,131,72708,86142,83,83875,100170,11284602,Yes
860Z200US68623,68623,170,48654,72966,108,81667,93693,12404220,Yes
860Z200US68624,68624,360,59821,69338,242,71250,81450,24961680,Yes
860Z200US68626,68626,246,78750,82870,152,101389,102604,20386020,Yes
860Z200US68627,68627,264,57188,76227,190,69028,88864,20123928,Yes
860Z200US68628,68628,324,55000,66914,219,73750,75048,21680136,Yes
860Z200US68629,68629,484,66875,81391,282,85625,94184,39393244,Yes
860Z200US68631,68631,139,52813,71764,88,93000,89219,9975196,Yes
860Z200US68632,68632,1552,54890,76968,927,95150,102502,119454336,Yes
860Z200US68633,68633,490,70521,75463,289,75819,87335,36976870,Yes
860Z200US68634,68634,267,58681,68016,172,70000,78958,18160272,Yes
860Z200US68635,68635,223,83393,88612,122,120556,121530,19760476,Yes
860Z200US68636,68636,566,64600,71725,325,79476,86019,40596350,Yes
860Z200US68637,68637,157,35625,56473,76,34444,56886,8866261,Yes
860Z200US68638,68638,690,54583,74477,428,66429,91420,51389130,Yes
860Z200US68640,68640,440,62500,79930,309,79485,93380,35169200,Yes
860Z200US68641,68641,490,60278,65433,311,66397,80161,32062170,Yes
860Z200US68642,68642,713,87159,89326,519,98281,99462,63689438,Yes
860Z200US68643,68643,392,77712,75830,214,82500,92106,29725360,Yes
860Z200US68644,68644,287,67188,70544,222,71058,77539,20246128,Yes
860Z200US68647,68647,302,87946,80440,238,88571,85153,24292880,Yes
860Z200US68648,68648,138,68676,65940,40,104167,100863,9099720,Yes
860Z200US81640,81640,27,66964,66867,19,68750,82600,1805409,Yes
860Z200US68649,68649,813,77260,96960,614,85926,108895,78828480,Yes
860Z200US68651,68651,459,71771,78569,309,89464,91395,36063171,Yes
860Z200US68652,68652,296,52262,65765,170,66250,83591,19466440,Yes
860Z200US68653,68653,260,67083,81152,197,79185,93192,21099520,Yes
860Z200US68654,68654,227,60573,78412,142,76250,95427,17799524,Yes
860Z200US68655,68655,38,-,92003,23,-,120165,3496114,Yes
860Z200US68658,68658,278,78452,85345,204,103750,100343,23725910,Yes
860Z200US68659,68659,80,56875,72099,53,63750,79749,5767920,Yes
860Z200US68660,68660,454,53281,73047,290,63438,84376,33163338,Yes
860Z200US68661,68661,2211,71180,81660,1676,71003,81251,180550260,Yes
860Z200US68662,68662,453,87083,92456,361,100729,103482,41882568,Yes
860Z200US68663,68663,419,57854,63644,236,59773,76638,26666836,Yes
860Z200US68664,68664,112,65000,79022,82,68333,88216,8850464,Yes
860Z200US68665,68665,288,47031,61730,197,59632,72030,17778240,Yes
860Z200US68666,68666,567,68583,82251,400,81250,98715,46636317,Yes
860Z200US68667,68667,53,103125,112326,34,93750,91106,5953278,Yes
860Z200US68669,68669,209,61875,150850,138,77344,208757,31527650,Yes
860Z200US68701,68701,12624,55203,79276,7405,80314,100413,1000780224,Yes
860Z200US68710,68710,290,58667,69683,196,70000,83063,20208070,Yes
860Z200US68711,68711,44,43214,52350,26,-,42408,2303400,Yes
860Z200US68713,68713,946,61034,84559,633,80881,106328,79992814,Yes
860Z200US68714,68714,496,55556,78978,352,63750,91412,39173088,Yes
860Z200US68715,68715,611,83015,86887,433,95987,101231,53087957,Yes
860Z200US68716,68716,407,57083,75634,265,73320,82358,30783038,Yes
860Z200US68717,68717,107,67159,85923,65,93958,106357,9193761,Yes
860Z200US68718,68718,779,55893,65187,446,77656,74973,50780673,Yes
860Z200US68719,68719,80,-,85035,62,122768,100368,6802800,Yes
860Z200US68720,68720,108,67500,81277,74,95556,104047,8777916,Yes
860Z200US68722,68722,190,50833,61870,123,64250,75827,11755300,Yes
860Z200US68723,68723,251,79688,81495,185,73438,86114,20455245,Yes
860Z200US68725,68725,252,39545,56477,148,57500,72636,14232204,Yes
860Z200US68726,68726,259,55801,55349,145,63472,68834,14335391,Yes
860Z200US68727,68727,246,55750,78538,121,71375,84663,19320348,Yes
860Z200US68728,68728,93,63750,63841,69,55625,63758,5937213,Yes
860Z200US68729,68729,718,57794,71123,463,74911,84259,51066314,Yes
860Z200US68730,68730,795,71528,82064,554,82500,89010,65240880,Yes
860Z200US68731,68731,1010,88611,89941,768,94677,99092,90840410,Yes
860Z200US68732,68732,102,66786,69613,50,73333,81426,7100526,Yes
860Z200US68733,68733,424,61458,71896,313,67574,78730,30483904,Yes
860Z200US68734,68734,47,-,50038,43,-,51616,2351786,Yes
860Z200US68735,68735,362,61154,81854,253,63047,95115,29631148,Yes
860Z200US68736,68736,272,70417,74248,207,85625,88637,20195456,Yes
860Z200US68739,68739,1081,77813,85176,686,89338,103973,92075256,Yes
860Z200US69340,69340,20,-,304835,17,-,353094,6096700,Yes
860Z200US68740,68740,327,76080,84189,248,89091,96678,27529803,Yes
860Z200US68741,68741,271,64531,85297,201,81406,95890,23115487,Yes
860Z200US68742,68742,93,64306,69935,68,90326,81285,6503955,Yes
860Z200US68743,68743,195,70313,77080,155,70521,80038,15030600,Yes
860Z200US68745,68745,606,62375,71846,422,81071,87324,43538676,Yes
860Z200US68746,68746,184,38594,49533,84,60000,72133,9114072,Yes
860Z200US68747,68747,56,82955,98930,38,-,121432,5540080,Yes
860Z200US68748,68748,839,56250,67903,593,64441,79842,56970617,Yes
860Z200US68749,68749,24,54000,64742,13,71250,84400,1553808,Yes
860Z200US68751,68751,25,70313,74852,18,76250,87939,1871300,Yes
860Z200US68752,68752,303,55417,71942,212,64063,84326,21798426,Yes
860Z200US68753,68753,33,62639,62873,20,61667,64865,2074809,Yes
860Z200US68755,68755,149,75221,96441,121,77279,106890,14369709,Yes
860Z200US68756,68756,749,54688,66799,459,64107,80892,50032451,Yes
860Z200US68757,68757,309,67321,80479,236,80000,91362,24868011,Yes
860Z200US68758,68758,484,53452,65393,308,75333,78974,31650212,Yes
860Z200US68759,68759,117,41250,86684,82,49444,108378,10142028,Yes
860Z200US68760,68760,467,49205,57932,306,60000,66942,27054244,Yes
860Z200US68761,68761,181,66750,64465,107,69583,69133,11668165,Yes
860Z200US68763,68763,1814,61250,81599,1089,72061,99154,148020586,Yes
860Z200US68764,68764,309,54712,73707,219,68036,86121,22775463,Yes
860Z200US68765,68765,463,67614,81237,284,73500,87050,37612731,Yes
860Z200US68766,68766,151,68958,93531,131,81719,103426,14123181,Yes
860Z200US68767,68767,1362,63333,77215,994,76429,90349,105166830,Yes
860Z200US68784,68784,609,57596,65117,441,70852,73423,39656253,Yes
860Z200US68768,68768,266,60000,74266,168,71739,90973,19754756,Yes
860Z200US68769,68769,713,51523,59637,438,68250,69712,42521181,Yes
860Z200US68770,68770,625,53839,97306,339,88523,94015,60816250,Yes
860Z200US68771,68771,561,64261,77422,400,80588,92970,43433742,Yes
860Z200US68773,68773,88,40469,46555,47,51023,59936,4096840,Yes
860Z200US68774,68774,118,78514,80546,68,100000,90296,9504428,Yes
860Z200US68776,68776,5300,58265,76108,3574,71727,90789,403372400,Yes
860Z200US68777,68777,249,55938,62697,158,82744,70709,15611553,Yes
860Z200US68778,68778,232,61000,83774,158,64000,93256,19435568,Yes
860Z200US68779,68779,856,70809,84125,562,90339,101901,72011000,Yes
860Z200US68780,68780,346,68426,82456,215,86875,99058,28529776,Yes
860Z200US68781,68781,589,56875,65847,385,61958,77386,38783883,Yes
860Z200US68783,68783,330,42917,55385,242,55625,63704,18277050,Yes
860Z200US68785,68785,95,87188,96538,63,110938,137306,9171110,Yes
860Z200US68786,68786,347,73125,91336,256,84688,110392,31693592,Yes
860Z200US68787,68787,2557,57879,70008,1430,81250,93236,179010456,Yes
860Z200US68788,68788,1875,62132,77837,1184,79559,99525,145944375,Yes
860Z200US68789,68789,34,-,77671,21,-,98976,2640814,Yes
860Z200US68790,68790,391,58699,64574,209,68672,74723,25248434,Yes
860Z200US68791,68791,762,69219,80217,502,81389,92759,61125354,Yes
860Z200US68792,68792,182,68125,69727,113,77946,74642,12690314,Yes
860Z200US68801,68801,10900,57170,75146,7244,64197,85715,819091400,Yes
860Z200US68803,68803,10484,64152,82709,6821,81572,99736,867121156,Yes
860Z200US68810,68810,339,52679,62664,226,65833,72116,21243096,Yes
860Z200US68812,68812,209,66806,79466,146,81875,93741,16608394,Yes
860Z200US68813,68813,175,63224,94231,117,76964,116095,16490425,Yes
860Z200US68814,68814,396,57500,67881,279,63977,76216,26880876,Yes
860Z200US68815,68815,285,60875,78295,213,80509,90458,22314075,Yes
860Z200US68816,68816,73,51597,61870,44,59500,74502,4516510,Yes
860Z200US68817,68817,171,72604,66170,98,78125,74410,11315070,Yes
860Z200US68818,68818,2203,67896,85134,1598,96630,101213,187550202,Yes
860Z200US68820,68820,136,59375,74932,79,75938,99659,10190752,Yes
860Z200US68821,68821,43,48393,46153,25,-,39864,1984579,Yes
860Z200US68822,68822,2021,56875,74322,1273,60988,88936,150204762,Yes
860Z200US68823,68823,915,58589,67678,648,66339,78756,61925370,Yes
860Z200US68824,68824,615,52768,64562,391,67008,77960,39705630,Yes
860Z200US68825,68825,428,57292,87720,306,69167,108511,37544160,Yes
860Z200US68826,68826,1446,66563,75914,1048,82583,85272,109771644,Yes
860Z200US68827,68827,251,49625,66951,175,57083,76639,16804701,Yes
860Z200US68828,68828,105,50208,61077,57,57292,68937,6413085,Yes
860Z200US68831,68831,283,58295,63845,167,81838,85015,18068135,Yes
860Z200US68832,68832,839,83828,96176,669,95260,109036,80691664,Yes
860Z200US68833,68833,76,55500,89376,38,57500,81195,6792576,Yes
860Z200US68834,68834,87,57917,66459,57,57917,78586,5781933,Yes
860Z200US68835,68835,256,55833,59132,163,65139,65234,15137792,Yes
860Z200US68836,68836,660,71063,86082,471,74792,88348,56814120,Yes
860Z200US68837,68837,41,70417,70063,28,83750,82871,2872583,Yes
860Z200US68838,68838,109,50250,74409,99,52250,78872,8110581,Yes
860Z200US68840,68840,1134,66786,79383,853,76250,88927,90020322,Yes
860Z200US68841,68841,224,70714,90127,154,83750,90548,20188448,Yes
860Z200US68842,68842,241,49083,67664,142,82500,91634,16307024,Yes
860Z200US68843,68843,292,67500,78453,212,86071,92421,22908276,Yes
860Z200US68844,68844,107,57337,81023,54,77188,120106,8669461,Yes
860Z200US68845,68845,8128,70881,91102,5028,99817,118470,740477056,Yes
860Z200US68846,68846,111,90625,83190,76,101875,91653,9234090,Yes
860Z200US68847,68847,7121,62027,74294,4070,83358,93069,529047574,Yes
860Z200US68850,68850,3927,57848,69895,2921,64591,75193,274477665,Yes
860Z200US68852,68852,224,68000,78522,142,74130,84919,17588928,Yes
860Z200US68853,68853,640,51250,59674,392,64038,72316,38191360,Yes
860Z200US68854,68854,283,72109,83160,236,72885,85027,23534280,Yes
860Z200US68855,68855,146,58000,86382,107,65750,98968,12611772,Yes
860Z200US68856,68856,271,66406,96246,204,78333,113132,26082666,Yes
860Z200US68858,68858,140,67500,88303,103,79583,99187,12362420,Yes
860Z200US68859,68859,237,43854,56597,161,58750,63319,13413489,Yes
860Z200US68860,68860,128,58077,61152,77,62596,65123,7827456,Yes
860Z200US68861,68861,51,40972,48729,27,-,67037,2485179,Yes
860Z200US68862,68862,1211,57750,78697,802,77586,97077,95302067,Yes
860Z200US68863,68863,551,83393,74393,434,87400,81293,40990543,Yes
860Z200US68864,68864,418,66591,76416,322,72500,88392,31941888,Yes
860Z200US68865,68865,371,88583,95180,308,89500,100790,35311780,Yes
860Z200US68866,68866,420,68333,78778,298,92763,90243,33086760,Yes
860Z200US68869,68869,922,55667,65584,556,57667,72557,60468448,Yes
860Z200US68870,68870,214,71607,78222,157,77321,88690,16739508,Yes
860Z200US68871,68871,109,44625,60589,66,67500,75917,6604201,Yes
860Z200US68872,68872,357,74676,83201,326,76750,87411,29702757,Yes
860Z200US68873,68873,1331,65462,72022,921,81164,89055,95861282,Yes
860Z200US68874,68874,309,46719,55741,203,54250,60371,17223969,Yes
860Z200US68875,68875,226,46667,58061,151,55750,69301,13121786,Yes
860Z200US68876,68876,691,61985,79595,533,69241,84173,55000145,Yes
860Z200US68878,68878,178,78333,81911,150,81154,91007,14580158,Yes
860Z200US68879,68879,155,40625,49113,103,60250,58022,7612515,Yes
860Z200US68882,68882,198,42308,58054,135,43625,64966,11494692,Yes
860Z200US68883,68883,935,64909,82654,684,85208,90762,77281490,Yes
860Z200US68901,68901,10708,55610,76533,6630,77711,93420,819515364,Yes
860Z200US68920,68920,607,52458,86934,386,92500,117120,52768938,Yes
860Z200US68922,68922,465,67708,72346,319,88068,90318,33640890,Yes
860Z200US68923,68923,33,81250,92612,27,95625,105626,3056196,Yes
860Z200US68924,68924,560,74211,92486,449,84821,97627,51792160,Yes
860Z200US68925,68925,198,54286,73188,139,78906,89151,14491224,Yes
860Z200US68926,68926,230,43333,64687,150,55962,75316,14878010,Yes
860Z200US68927,68927,505,66875,77748,377,76581,82897,39262740,Yes
860Z200US68928,68928,143,54750,65514,107,62679,71511,9368502,Yes
860Z200US68929,68929,77,-,36648,46,-,35117,2821896,Yes
860Z200US68930,68930,570,61371,75063,374,78333,89767,42785910,Yes
860Z200US68946,68946,23,26250,48104,9,-,94378,1106392,Yes
860Z200US68932,68932,140,59688,67761,98,71250,79793,9486540,Yes
860Z200US68933,68933,377,71250,77808,279,84125,93901,29333616,Yes
860Z200US68934,68934,69,-,52280,35,88125,76929,3607320,Yes
860Z200US68935,68935,275,50625,60045,162,77031,81613,16512375,Yes
860Z200US68936,68936,101,53011,55506,84,53929,60331,5606106,Yes
860Z200US68937,68937,797,68015,76885,533,74063,86992,61277345,Yes
860Z200US68938,68938,233,81023,95306,147,85491,115349,22206298,Yes
860Z200US68939,68939,442,46900,79398,281,63542,104933,35093916,Yes
860Z200US68940,68940,162,91250,117193,128,96354,131362,18985266,Yes
860Z200US68941,68941,330,71250,83701,257,86875,90031,27621330,Yes
860Z200US68942,68942,134,75000,71572,104,76500,79494,9590648,Yes
860Z200US68943,68943,95,63750,86323,84,95000,91230,8200685,Yes
860Z200US68944,68944,496,66346,73696,385,74236,79584,36553216,Yes
860Z200US68945,68945,99,57031,61924,61,45938,63661,6130476,Yes
860Z200US68947,68947,269,55446,77033,178,61875,88460,20721877,Yes
860Z200US68948,68948,174,60556,69866,123,60208,68368,12156684,Yes
860Z200US68949,68949,2870,59070,73412,1617,83359,97263,210692440,Yes
860Z200US68950,68950,122,58750,71017,69,78125,86906,8664074,Yes
860Z200US68952,68952,33,53472,300052,30,53333,324130,9901716,Yes
860Z200US68955,68955,780,83026,99785,598,91121,108420,77832300,Yes
860Z200US68956,68956,479,70547,78951,347,75469,87256,37817529,Yes
860Z200US68957,68957,220,77500,73070,160,87895,87138,16075400,Yes
860Z200US68958,68958,226,61875,75801,167,68125,85314,17131026,Yes
860Z200US68959,68959,1563,61433,79120,1020,77000,89474,123664560,Yes
860Z200US68960,68960,84,60000,61589,56,56429,59050,5173476,Yes
860Z200US68961,68961,286,56167,76449,170,83929,97385,21864414,Yes
860Z200US68964,68964,23,133750,137839,16,186250,183400,3170297,Yes
860Z200US68966,68966,206,53676,59676,99,80114,78110,12293256,Yes
860Z200US68967,68967,444,53250,66029,313,69271,76875,29316876,Yes
860Z200US68970,68970,604,53056,68291,410,56957,74354,41247764,Yes
860Z200US68971,68971,150,71176,83935,95,77250,97272,12590250,Yes
860Z200US68972,68972,89,53942,61903,62,56250,65989,5509367,Yes
860Z200US68973,68973,175,64688,77029,124,82500,90127,13480075,Yes
860Z200US68974,68974,112,69917,84004,71,69458,91570,9408448,Yes
860Z200US68975,68975,43,73882,82086,31,73618,87300,3529698,Yes
860Z200US68976,68976,72,76429,89286,50,79000,104286,6428592,Yes
860Z200US68977,68977,89,51250,63394,57,-,80939,5642066,Yes
860Z200US68978,68978,994,51750,81748,604,69615,102200,81257512,Yes
860Z200US68979,68979,719,71078,118420,533,82292,146245,85143980,Yes
860Z200US68980,68980,161,72240,97868,138,81786,106539,15756748,Yes
860Z200US69331,69331,30,47206,53717,30,47206,53717,1611510,Yes
860Z200US68981,68981,104,53571,54323,76,62500,57516,5649592,Yes
860Z200US68982,68982,249,68950,80944,164,78500,102365,20155056,Yes
860Z200US69001,69001,3702,53659,74138,2118,76356,88562,274458876,Yes
860Z200US69020,69020,180,62500,78968,146,66250,88151,14214240,Yes
860Z200US69021,69021,598,47059,62460,360,71667,78186,37351080,Yes
860Z200US69022,69022,740,67981,85354,512,77708,103989,63161960,Yes
860Z200US69023,69023,137,73487,104807,131,73882,109095,14358559,Yes
860Z200US69024,69024,449,55257,65873,292,63958,79329,29576977,Yes
860Z200US69025,69025,386,56500,63309,234,72321,79332,24437274,Yes
860Z200US69026,69026,71,40417,42225,56,45208,45336,2997975,Yes
860Z200US69027,69027,16,59000,49350,5,-,N,789600,Yes
860Z200US69028,69028,318,80729,89134,193,86563,107433,28344612,Yes
860Z200US69029,69029,152,54167,70978,115,64063,79952,10788656,Yes
860Z200US69030,69030,88,58500,88338,55,83125,123009,7773744,Yes
860Z200US69032,69032,179,51750,59421,115,72250,76739,10636359,Yes
860Z200US69033,69033,1038,53750,81704,714,68468,97492,84808752,Yes
860Z200US69034,69034,325,50125,67792,237,69375,79142,22032400,Yes
860Z200US69036,69036,26,-,47169,11,75625,81227,1226394,Yes
860Z200US69037,69037,81,-,78075,39,130938,121115,6324075,Yes
860Z200US69038,69038,201,55750,84808,154,56000,93353,17046408,Yes
860Z200US69039,69039,50,-,92962,45,100417,100160,4648100,Yes
860Z200US69040,69040,266,44000,56980,137,70625,76033,15156680,Yes
860Z200US69041,69041,28,53971,68954,3,-,N,1930712,Yes
860Z200US69043,69043,215,39464,50921,133,50625,59464,10948015,Yes
860Z200US69044,69044,283,45069,79156,174,70500,105252,22401148,Yes
860Z200US69045,69045,403,52232,56424,265,64792,68967,22738872,Yes
860Z200US69046,69046,104,102902,82717,33,72344,87855,8602568,Yes
860Z200US69101,69101,11901,59199,73133,7149,76217,86374,870355833,Yes
860Z200US69120,69120,452,65556,78535,303,70417,90904,35497820,Yes
860Z200US69121,69121,128,52917,63977,77,91250,87105,8189056,Yes
860Z200US69122,69122,282,54722,61156,201,66354,71025,17245992,Yes
860Z200US69123,69123,340,64583,111658,272,74167,125252,37963720,Yes
860Z200US69125,69125,118,43654,50359,51,58281,68849,5942362,Yes
860Z200US69127,69127,334,57321,78961,223,66518,91970,26372974,Yes
860Z200US69128,69128,161,56250,52725,117,60313,52747,8488725,Yes
860Z200US69129,69129,553,48674,76158,340,65179,99608,42115374,Yes
860Z200US69130,69130,2133,53279,78638,1406,59830,97623,167734854,Yes
860Z200US69131,69131,331,57446,65733,223,68523,76946,21757623,Yes
860Z200US69132,69132,41,84464,84873,38,90000,88126,3479793,Yes
860Z200US69133,69133,174,55833,64760,112,81250,79455,11268240,Yes
860Z200US69134,69134,158,52679,70685,114,67955,88296,11168230,Yes
860Z200US69138,69138,1650,68476,80307,1100,86810,99729,132506550,Yes
860Z200US69140,69140,691,63036,74352,480,79063,90427,51377232,Yes
860Z200US69141,69141,193,70417,89297,123,84583,100028,17234321,Yes
860Z200US69142,69142,51,49375,75804,34,94500,93038,3866004,Yes
860Z200US69143,69143,681,80179,90610,494,90208,106461,61705410,Yes
860Z200US69144,69144,55,34375,62067,34,-,84509,3413685,Yes
860Z200US69145,69145,1158,55357,63809,700,66667,77324,73890822,Yes
860Z200US69146,69146,171,46418,45720,51,57917,49510,7818120,Yes
860Z200US69147,69147,243,66375,78381,142,84286,99579,19046583,Yes
860Z200US69148,69148,71,46645,200065,52,45921,229154,14204615,Yes
860Z200US69149,69149,301,59861,67303,179,82875,85902,20258203,Yes
860Z200US69150,69150,153,55250,66059,115,72188,78384,10107027,Yes
860Z200US69151,69151,344,70000,88228,282,77045,96187,30350432,Yes
860Z200US69152,69152,329,50417,66174,183,72232,91502,21771246,Yes
860Z200US69153,69153,2786,53526,69773,1500,72500,97717,194387578,Yes
860Z200US69154,69154,516,39853,56867,290,47143,72356,29343372,Yes
860Z200US69155,69155,397,75417,84597,317,84750,94050,33585009,Yes
860Z200US69156,69156,282,68125,87831,208,81667,104526,24768342,Yes
860Z200US69157,69157,54,56250,67937,40,60000,76308,3668598,Yes
860Z200US69161,69161,44,55938,63375,20,-,60530,2788500,Yes
860Z200US69162,69162,3244,52500,64528,1673,66058,83232,209328832,Yes
860Z200US69163,69163,358,63542,77413,274,78750,89063,27713854,Yes
860Z200US69165,69165,701,83472,94486,510,94762,101788,66234686,Yes
860Z200US69166,69166,260,57083,73707,166,64130,79767,19163820,Yes
860Z200US69167,69167,154,51667,65195,125,53393,71528,10040030,Yes
860Z200US69168,69168,77,65938,95673,54,88333,121278,7366821,Yes
860Z200US69169,69169,235,34602,62131,119,73125,84334,14600785,Yes
860Z200US69170,69170,116,47000,56259,66,53750,70788,6526044,Yes
860Z200US69201,69201,1510,55667,62638,964,63232,73267,94583380,Yes
860Z200US69210,69210,925,46250,63044,506,65455,84287,58315700,Yes
860Z200US69211,69211,159,59750,74096,111,66932,84761,11781264,Yes
860Z200US69212,69212,157,11927,22875,69,-,30138,3591375,Yes
860Z200US69214,69214,85,74375,89559,70,75781,97654,7612515,Yes
860Z200US69216,69216,91,-,63976,45,90313,92484,5821816,Yes
860Z200US69217,69217,161,23603,38834,109,-,45044,6252274,Yes
860Z200US69218,69218,164,74750,113493,135,-,130282,18612852,Yes
860Z200US69219,69219,22,-,85495,20,101250,88945,1880890,Yes
860Z200US69220,69220,17,-,181247,12,45833,95600,3081199,Yes
860Z200US69221,69221,39,42321,46587,29,41964,47310,1816893,Yes
860Z200US69301,69301,4096,63492,67735,2586,78811,80409,277442560,Yes
860Z200US69333,69333,77,61094,93397,47,65208,114457,7191569,Yes
860Z200US69334,69334,846,55833,73351,536,83043,93182,62054946,Yes
860Z200US69335,69335,19,61625,63526,19,61625,63526,1206994,Yes
860Z200US69336,69336,934,49022,62130,573,60302,78252,58029420,Yes
860Z200US69337,69337,2670,51416,62313,1524,68824,78864,166375710,Yes
860Z200US69339,69339,555,49792,60503,362,66250,73767,33579165,Yes
860Z200US69341,69341,4245,64583,77560,2973,78701,92123,329242200,Yes
860Z200US69343,69343,974,47500,60624,642,50909,72875,59047776,Yes
860Z200US69345,69345,152,58750,85257,113,77188,102388,12959064,Yes
860Z200US69346,69346,206,45385,57874,138,47386,68963,11922044,Yes
860Z200US69347,69347,552,57273,67761,386,72368,78757,37404072,Yes
860Z200US69348,69348,516,62045,76988,365,68854,91088,39725808,Yes
860Z200US69350,69350,177,34583,81890,94,64000,130454,14494530,Yes
860Z200US69351,69351,73,81458,91551,52,89286,81127,6683223,Yes
860Z200US69352,69352,276,49000,55999,170,56500,64508,15455724,Yes
860Z200US69354,69354,63,-,57937,12,-,N,3650031,Yes
860Z200US69355,69355,61,41875,46503,36,50833,51964,2836683,Yes
860Z200US69356,69356,716,49271,60002,486,67813,75855,42961432,Yes
860Z200US69357,69357,1507,60871,76894,924,76008,93779,115879258,Yes
860Z200US69358,69358,940,58542,64298,660,73155,75738,60440120,Yes
860Z200US69360,69360,529,44259,61762,333,62361,78839,32672098,Yes
860Z200US69361,69361,7170,51973,69330,4238,66725,86283,497096100,Yes
860Z200US69366,69366,110,80658,88971,74,80658,82338,9786810,Yes
860Z200US69367,69367,112,76786,73512,79,80804,78314,8233344,Yes
860Z200US70001,70001,17834,63435,80951,10063,79531,100584,1443680134,Yes
860Z200US70002,70002,8463,64513,92010,4524,106389,123475,778680630,Yes
860Z200US70003,70003,16232,67910,89133,10409,84853,109434,1446806856,Yes
860Z200US70005,70005,11479,74819,112296,6075,109641,152906,1289045784,Yes
860Z200US70006,70006,5814,58000,81318,3916,71685,93082,472782852,Yes
860Z200US70030,70030,1399,76438,125074,1183,76547,92982,174978526,Yes
860Z200US70031,70031,514,50227,59642,311,66985,73253,30655988,Yes
860Z200US70032,70032,1703,51157,63907,927,65391,80143,108833621,Yes
860Z200US70036,70036,335,51106,69076,221,72083,86324,23140460,Yes
860Z200US70037,70037,5615,75752,101018,4437,90979,111765,567216070,Yes
860Z200US70039,70039,806,72925,89040,680,72972,90995,71766240,Yes
