GEO_ID,zip_code,household_total,median_household_income,mean_household_income,total_families,median_family_income,mean_family_income,calculated_household_total,not_all_lengths_1
860Z200US02896,2896,4455,95595,112859,3119,118304,135764,502786845,Yes
860Z200US02898,2898,575,86122,100243,453,100432,114244,57639725,Yes
860Z200US02903,2903,5047,50966,96373,1102,98611,170172,486394531,Yes
860Z200US02904,2904,12951,56139,73784,7078,77733,91715,955576584,Yes
860Z200US02905,2905,9862,45594,72529,5732,72442,95742,715280998,Yes
860Z200US02906,2906,12185,93341,146119,5404,164113,229737,1780460015,Yes
860Z200US02907,2907,10591,39522,52068,7054,42892,56199,551452188,Yes
860Z200US02908,2908,14380,63775,85153,8516,70642,95316,1224500140,Yes
860Z200US02909,2909,14857,52232,61838,8722,62769,68879,918727166,Yes
860Z200US02910,2910,8624,77951,90335,5721,88174,101575,779049040,Yes
860Z200US02911,2911,6637,69306,86949,3967,80083,100202,577080513,Yes
860Z200US02914,2914,9311,51513,75834,5198,70309,95983,706090374,Yes
860Z200US02915,2915,7168,76385,86253,3834,107607,113413,618261504,Yes
860Z200US03293,3293,54,53333,100606,44,39615,67632,5432724,Yes
860Z200US02916,2916,3791,85025,108776,2357,109295,133773,412369816,Yes
860Z200US02917,2917,4672,92440,108142,3010,110673,137386,505239424,Yes
860Z200US02919,2919,11405,76592,87877,7350,93174,102604,1002237185,Yes
860Z200US02920,2920,14326,68794,84286,8372,88361,100395,1207481236,Yes
860Z200US02921,2921,4659,112767,139877,3411,132339,161165,651686943,Yes
860Z200US03031,3031,4476,142083,174966,3399,162181,201214,783147816,Yes
860Z200US03032,3032,1989,127330,155552,1767,130231,152004,309392928,Yes
860Z200US03033,3033,1728,150893,171771,1542,158448,182852,296820288,Yes
860Z200US03034,3034,1603,106868,116977,1173,120327,133662,187514131,Yes
860Z200US03036,3036,1719,131635,146358,1446,137167,154229,251589402,Yes
860Z200US03037,3037,1646,111833,132893,1264,119545,143510,218741878,Yes
860Z200US03038,3038,13056,84819,104788,9222,101344,118668,1368112128,Yes
860Z200US03897,3897,17,"250,000+",332935,15,"250,000+",364287,5659895,Yes
860Z200US03042,3042,2681,88671,109004,2062,108058,120965,292239724,Yes
860Z200US03043,3043,571,99185,129840,440,104500,136537,74138640,Yes
860Z200US03044,3044,1638,116944,118538,1347,120481,122919,194165244,Yes
860Z200US03045,3045,5172,100751,118162,3665,120650,136347,611133864,Yes
860Z200US03046,3046,1024,136548,158054,836,142222,167089,161847296,Yes
860Z200US03047,3047,677,89179,122955,503,100721,144522,83240535,Yes
860Z200US03048,3048,1418,80761,92970,950,94744,104755,131831460,Yes
860Z200US03049,3049,3223,144514,205010,2328,154219,221660,660747230,Yes
860Z200US03051,3051,9542,112285,132532,6760,136557,151302,1264620344,Yes
860Z200US03052,3052,2967,122139,134307,2558,126193,141033,398488869,Yes
860Z200US03053,3053,9269,116996,134265,7197,129421,148902,1244502285,Yes
860Z200US03054,3054,9971,114562,130583,7277,126270,147208,1302043093,Yes
860Z200US03055,3055,6419,82990,101276,4200,110290,122363,650090644,Yes
860Z200US03057,3057,893,134356,162903,761,144625,173035,145472379,Yes
860Z200US03060,3060,12194,58434,79906,6553,77656,94830,974373764,Yes
860Z200US03062,3062,11733,95279,120280,7456,113177,140191,1411245240,Yes
860Z200US03063,3063,6823,93876,114197,4119,112224,131184,779166131,Yes
860Z200US03064,3064,6369,69637,97395,3777,100448,124382,620308755,Yes
860Z200US03070,3070,2045,122292,147200,1608,134792,159370,301024000,Yes
860Z200US03071,3071,1844,81958,97228,1285,86568,104336,179288432,Yes
860Z200US03076,3076,4884,111333,132763,3881,127472,146241,648414492,Yes
860Z200US03077,3077,4093,82521,93106,2786,96316,102735,381082858,Yes
860Z200US03079,3079,12138,91276,113810,8454,109733,129720,1381425780,Yes
860Z200US03082,3082,620,94000,115292,491,105083,124578,71481040,Yes
860Z200US03084,3084,490,88056,107883,293,122625,138384,52862670,Yes
860Z200US03086,3086,1739,83477,102559,984,105720,131589,178350101,Yes
860Z200US03087,3087,5283,167641,194119,4467,168454,204742,1025530677,Yes
860Z200US03101,3101,1895,58802,90263,639,131250,131627,171048385,Yes
860Z200US03102,3102,14100,60103,73722,7301,76250,86013,1039480200,Yes
860Z200US03103,3103,15018,61743,78140,8578,67285,88495,1173506520,Yes
860Z200US03104,3104,14725,73574,93483,7612,98707,115905,1376537175,Yes
860Z200US03106,3106,5185,88638,114732,3704,107234,131203,594885420,Yes
860Z200US03109,3109,3833,87540,102105,2629,105977,115593,391368465,Yes
860Z200US03110,3110,8076,143119,175443,6589,166413,197426,1416877668,Yes
860Z200US03215,3215,99,83281,126494,57,130938,147963,12522906,Yes
860Z200US03216,3216,818,81333,104051,595,96131,116780,85113718,Yes
860Z200US03217,3217,992,48509,61323,584,62917,64414,60832416,Yes
860Z200US03218,3218,569,81335,80825,393,87623,84839,45989425,Yes
860Z200US03220,3220,3039,67697,86076,2107,92633,95321,261584964,Yes
860Z200US03221,3221,878,88000,123993,621,99119,149856,108865854,Yes
860Z200US03222,3222,2286,70000,80731,1610,82625,94026,184551066,Yes
860Z200US03223,3223,1174,73919,88068,692,101364,107659,103391832,Yes
860Z200US03224,3224,900,102750,121705,630,137000,144888,109534500,Yes
860Z200US03225,3225,1299,75202,94765,1029,81726,102025,123099735,Yes
860Z200US03226,3226,384,91071,98528,281,105917,112856,37834752,Yes
860Z200US03227,3227,692,127813,178974,381,120694,144519,123850008,Yes
860Z200US03229,3229,2227,100665,138571,1792,108571,155798,308597617,Yes
860Z200US03230,3230,616,60268,75221,418,85357,90139,46336136,Yes
860Z200US03231,3231,77,90804,90432,43,126705,120991,6963264,Yes
860Z200US03233,3233,100,116034,111554,93,116336,117618,11155400,Yes
860Z200US03234,3234,1746,96607,105474,1283,110139,121947,184157604,Yes
860Z200US03235,3235,3813,61678,77394,2429,78073,94253,295103322,Yes
860Z200US60141,60141,137,14539,17397,0,-,-,2383389,Yes
860Z200US03237,3237,773,84199,105532,581,96581,115477,81576236,Yes
860Z200US03238,3238,43,39250,49705,14,-,78264,2137315,Yes
860Z200US03240,3240,461,70625,83581,307,79196,96935,38530841,Yes
860Z200US03241,3241,377,81607,116297,263,90781,133203,43843969,Yes
860Z200US15520,15520,138,49531,66370,138,49531,66370,9159060,Yes
860Z200US03242,3242,2098,79500,92864,1279,113875,119100,194828672,Yes
860Z200US03243,3243,355,77019,79546,215,88819,92817,28238830,Yes
860Z200US03244,3244,2967,84861,93837,1936,93077,108117,278414379,Yes
860Z200US03245,3245,815,78304,103433,456,115333,140313,84297895,Yes
860Z200US03246,3246,6826,63812,83819,3980,83585,100297,572148494,Yes
860Z200US03249,3249,3086,102358,123918,2213,112171,147211,382410948,Yes
860Z200US03251,3251,563,58917,76736,395,72589,87327,43202368,Yes
860Z200US03253,3253,3109,61359,90891,1846,98000,116071,282580119,Yes
860Z200US03254,3254,2007,82526,129355,1492,90833,148487,259615485,Yes
860Z200US03255,3255,746,102273,127921,545,111193,146151,95429066,Yes
860Z200US03256,3256,941,74509,87618,687,80625,92804,82448538,Yes
860Z200US03257,3257,1537,81984,126374,943,140750,165763,194236838,Yes
860Z200US03258,3258,984,110291,113214,789,109375,114693,111402576,Yes
860Z200US03259,3259,151,71616,92117,55,-,98524,13909667,Yes
860Z200US03260,3260,377,110089,120575,297,113750,120945,45456775,Yes
860Z200US03261,3261,1746,104653,109369,1422,120206,114502,190958274,Yes
860Z200US03262,3262,475,62750,96519,280,91750,108562,45846525,Yes
860Z200US03263,3263,1823,58036,71971,1105,83165,89626,131203133,Yes
860Z200US03264,3264,2179,68984,79352,1334,77109,94929,172908008,Yes
860Z200US03266,3266,799,57361,76050,422,79236,93489,60763950,Yes
860Z200US03268,3268,599,79519,87823,419,95694,103858,52605977,Yes
860Z200US03269,3269,1080,75833,102304,744,109412,121008,110488320,Yes
860Z200US03273,3273,115,160379,136081,102,160670,144165,15649315,Yes
860Z200US03275,3275,4458,82907,93821,3140,92336,108121,418254018,Yes
860Z200US03276,3276,3501,61664,78538,2233,73080,93715,274961538,Yes
860Z200US03278,3278,1203,74792,92825,828,96800,110334,111668475,Yes
860Z200US03279,3279,307,48563,76653,190,53571,90877,23532471,Yes
860Z200US03280,3280,479,78542,94824,378,82500,102317,45420696,Yes
860Z200US03281,3281,3371,101773,114438,2521,113517,129001,385770498,Yes
860Z200US03282,3282,412,79375,97925,307,96607,105345,40345100,Yes
860Z200US03284,3284,252,98542,92328,200,98125,99090,23266656,Yes
860Z200US03285,3285,1060,72973,87679,719,85391,100448,92939740,Yes
860Z200US03287,3287,655,104241,129375,446,114375,154822,84740625,Yes
860Z200US03290,3290,1959,95655,109976,1547,105540,118587,215442984,Yes
860Z200US03301,3301,13351,72594,95511,7771,95272,120779,1275167361,Yes
860Z200US03303,3303,6466,79599,88810,4167,94336,103246,574245460,Yes
860Z200US03304,3304,2802,132774,163689,2363,138933,175066,458656578,Yes
860Z200US03307,3307,2336,64836,81528,1770,77073,89374,190449408,Yes
860Z200US03431,3431,9964,62938,81070,5032,85974,105001,807781480,Yes
860Z200US03440,3440,1103,75536,97857,772,90227,107266,107936271,Yes
860Z200US03441,3441,86,37188,40357,47,-,23602,3470702,Yes
860Z200US03442,3442,647,67863,87275,384,75556,105278,56466925,Yes
860Z200US03443,3443,180,70156,94364,99,71641,139860,16985520,Yes
860Z200US03444,3444,621,88467,114308,470,89619,127234,70985268,Yes
860Z200US03445,3445,273,84107,94691,178,86000,108902,25850643,Yes
860Z200US03446,3446,2823,74598,81027,1869,96037,97765,228739221,Yes
860Z200US03447,3447,1010,77727,96114,633,86573,98325,97075140,Yes
860Z200US03448,3448,302,66875,83204,221,76250,92101,25127608,Yes
860Z200US03449,3449,802,75313,101407,488,99082,127922,81328414,Yes
860Z200US03450,3450,427,85956,124034,328,89318,138368,52962518,Yes
860Z200US03451,3451,1550,65921,83028,1055,72218,90153,128693400,Yes
860Z200US03452,3452,2048,68222,96065,1297,95917,122319,196741120,Yes
860Z200US03455,3455,988,75313,103307,610,91364,100897,102067316,Yes
860Z200US03456,3456,315,90568,88547,236,105750,100403,27892305,Yes
860Z200US03457,3457,299,89583,117693,214,99286,120993,35190207,Yes
860Z200US03458,3458,3011,101063,124844,1954,112500,141636,375905284,Yes
860Z200US03461,3461,1859,84861,99703,1320,103159,117453,185347877,Yes
860Z200US03462,3462,625,98099,123486,430,123750,160128,77178750,Yes
860Z200US03464,3464,346,83281,98840,220,100000,116519,34198640,Yes
860Z200US03465,3465,737,54375,72442,465,74948,86812,53389754,Yes
860Z200US03466,3466,599,99673,103096,461,103794,119538,61754504,Yes
860Z200US03467,3467,822,96250,100463,650,103281,110538,82580586,Yes
860Z200US03470,3470,1888,66200,74451,1149,72216,81475,140563488,Yes
860Z200US03561,3561,2873,45141,97154,1472,68750,149299,279123442,Yes
860Z200US03570,3570,3759,39479,59689,2263,63887,76502,224370951,Yes
860Z200US03574,3574,1013,68125,74518,641,78924,88526,75486734,Yes
860Z200US03576,3576,1397,47288,73568,693,64152,96324,102774496,Yes
860Z200US03579,3579,182,55625,69129,127,67917,78696,12581478,Yes
860Z200US03580,3580,527,74821,100639,363,96434,121758,53036753,Yes
860Z200US03581,3581,1583,60082,79959,935,87708,106136,126575097,Yes
860Z200US03582,3582,913,46302,58446,596,63833,66556,53361198,Yes
860Z200US03583,3583,473,58617,76662,276,64375,83306,36261126,Yes
860Z200US03584,3584,1395,63060,77714,781,85625,92676,108411030,Yes
860Z200US03585,3585,1014,63278,81208,654,75333,98672,82344912,Yes
860Z200US03586,3586,252,113438,201260,189,135625,245008,50717520,Yes
860Z200US03588,3588,655,66705,79873,480,74286,81716,52316815,Yes
860Z200US03590,3590,418,45625,53687,302,46953,58126,22441166,Yes
860Z200US03592,3592,544,53750,69598,304,71250,91286,37861312,Yes
860Z200US03593,3593,173,82750,94139,98,107750,110713,16286047,Yes
860Z200US03595,3595,386,67000,77904,233,91250,96532,30070944,Yes
860Z200US03597,3597,233,45469,45347,158,38750,40546,10565851,Yes
860Z200US03598,3598,1494,57250,73137,904,75758,87291,109266678,Yes
860Z200US03601,3601,125,70938,74040,94,80714,87200,9255000,Yes
860Z200US03602,3602,983,61964,97511,665,73508,113340,95853313,Yes
860Z200US03603,3603,2036,48657,63740,1334,67065,76956,129774640,Yes
860Z200US03605,3605,283,77813,86270,179,93250,99011,24414410,Yes
860Z200US03607,3607,99,73438,89244,63,90625,100027,8835156,Yes
860Z200US03608,3608,1201,70096,96011,743,98841,119457,115309211,Yes
860Z200US03609,3609,248,90833,86415,151,120503,113030,21430920,Yes
860Z200US03740,3740,433,60813,77282,309,66875,82620,33463106,Yes
860Z200US03741,3741,1567,78250,91322,1045,93620,98646,143101574,Yes
860Z200US03743,3743,5346,46731,66977,2916,59115,70964,358059042,Yes
860Z200US03745,3745,735,78894,95306,407,104148,126767,70049910,Yes
860Z200US03748,3748,2056,92113,118503,1383,101827,130940,243642168,Yes
860Z200US03750,3750,259,174875,201399,215,168250,205646,52162341,Yes
860Z200US03751,3751,203,36410,61894,65,-,140105,12564482,Yes
860Z200US03752,3752,301,56607,73923,193,73438,86832,22250823,Yes
860Z200US03753,3753,1235,147219,145665,1028,152639,151971,179896275,Yes
860Z200US03755,3755,2668,143990,192784,1618,212959,262891,514347712,Yes
860Z200US03765,3765,158,70798,101332,129,71569,118540,16010456,Yes
860Z200US03766,3766,4184,85094,106468,2251,102861,126921,445462112,Yes
860Z200US03768,3768,609,125156,192498,444,139474,223203,117231282,Yes
860Z200US03770,3770,147,139044,216135,142,139412,205032,31771845,Yes
860Z200US23358,23358,54,69271,71361,54,69271,71361,3853494,Yes
860Z200US03771,3771,323,74063,87168,223,78594,105195,28155264,Yes
860Z200US03773,3773,3031,67649,76806,1740,73214,83369,232798986,Yes
860Z200US03774,3774,691,45547,58485,341,53477,73342,40413135,Yes
860Z200US03777,3777,538,81875,117059,296,94167,124009,62977742,Yes
860Z200US03779,3779,269,75625,115816,192,94375,133855,31154504,Yes
860Z200US03780,3780,198,-,119115,109,162899,151851,23584770,Yes
860Z200US03781,3781,778,98300,120984,620,104861,128312,94125552,Yes
860Z200US03782,3782,983,97011,127487,713,99196,141767,125319721,Yes
860Z200US03784,3784,1802,66934,95656,982,94400,128359,172372112,Yes
860Z200US03785,3785,831,49387,65978,472,80116,87430,54827718,Yes
860Z200US03801,3801,10851,92576,129951,5642,125625,164663,1410098301,Yes
860Z200US03809,3809,1325,87201,101198,1109,95904,109896,134087350,Yes
860Z200US03810,3810,809,108288,144387,694,125368,159106,116809083,Yes
860Z200US03811,3811,2821,123257,143203,2051,135729,159496,403975663,Yes
860Z200US03812,3812,448,36394,106200,100,-,353870,47577600,Yes
860Z200US03813,3813,1573,55218,73559,830,78889,91346,115708307,Yes
860Z200US03814,3814,933,60268,74105,650,67778,93884,69139965,Yes
860Z200US03816,3816,567,68207,88248,357,86083,95915,50036616,Yes
860Z200US03817,3817,295,52072,66751,179,75893,102520,19691545,Yes
860Z200US03818,3818,1664,66029,75753,1016,89063,94387,126052992,Yes
860Z200US03819,3819,1649,95869,110845,1235,114922,123211,182783405,Yes
860Z200US03820,3820,14724,82464,104812,8122,115513,133507,1543251888,Yes
860Z200US03823,3823,711,144191,157173,612,154792,166697,111750003,Yes
860Z200US03824,3824,2904,87396,123942,1575,144886,176035,359927568,Yes
860Z200US03825,3825,3333,102512,117011,2570,113009,129852,389997663,Yes
860Z200US03826,3826,1122,97500,124315,796,104390,127249,139481430,Yes
860Z200US03827,3827,1169,113750,134049,892,130000,143943,156703281,Yes
860Z200US03830,3830,634,58056,88279,291,120795,124824,55968886,Yes
860Z200US03832,3832,155,68750,120819,84,78333,149113,18726945,Yes
860Z200US03833,3833,8953,96120,132102,5559,137604,172513,1182709206,Yes
860Z200US03835,3835,2785,60322,75894,1997,77888,87254,211364790,Yes
860Z200US03836,3836,579,70875,82015,387,81750,88350,47486685,Yes
860Z200US03837,3837,720,98611,99071,468,112143,113978,71331120,Yes
860Z200US03838,3838,579,83607,150374,384,82714,178307,87066546,Yes
860Z200US03839,3839,1577,78417,86874,964,94079,97453,137000298,Yes
860Z200US03840,3840,1566,124695,156031,1099,136382,167964,244344546,Yes
860Z200US03841,3841,2623,105078,125312,1773,117148,131438,328693376,Yes
860Z200US03842,3842,7139,87554,121733,4354,109138,152331,869051887,Yes
860Z200US03844,3844,861,140625,173601,657,149141,186456,149470461,Yes
860Z200US03845,3845,705,58209,75646,236,111091,106199,53330430,Yes
860Z200US03846,3846,488,69886,91882,282,70000,85387,44838416,Yes
860Z200US03847,3847,249,85844,171202,91,81518,67289,42629298,Yes
860Z200US03848,3848,2687,82017,112820,1586,128039,155127,303147340,Yes
860Z200US03849,3849,459,84759,122531,334,89583,146884,56241729,Yes
860Z200US03850,3850,69,-,54690,16,-,N,3773610,Yes
860Z200US03851,3851,1512,81310,91788,1009,106632,107217,138783456,Yes
860Z200US03852,3852,140,-,80286,130,-,81514,11240040,Yes
860Z200US03853,3853,363,84323,106957,290,105079,119524,38825391,Yes
860Z200US03854,3854,395,150875,270111,237,246181,284436,106693845,Yes
860Z200US03855,3855,1005,89150,104858,760,111607,116691,105382290,Yes
860Z200US03856,3856,637,174044,199622,545,180906,202285,127159214,Yes
860Z200US03857,3857,4322,83070,102955,2319,103605,121895,444971510,Yes
860Z200US03858,3858,1769,135863,142972,1365,131386,144040,252917468,Yes
860Z200US03860,3860,1818,60208,69704,906,78267,94182,126721872,Yes
860Z200US03861,3861,1865,88750,122053,1307,117961,144655,227628845,Yes
860Z200US03862,3862,1924,120808,161442,1336,162727,192502,310614408,Yes
860Z200US03864,3864,730,61993,134878,522,80132,169002,98460940,Yes
860Z200US03865,3865,3242,90508,108102,2058,121848,129365,350466684,Yes
860Z200US03867,3867,9366,70861,87618,5881,84234,104020,820630188,Yes
860Z200US03868,3868,2528,61667,81483,1631,68491,93713,205989024,Yes
860Z200US03869,3869,1025,74092,97008,671,94053,115490,99433200,Yes
860Z200US03870,3870,2206,115815,192835,1459,172629,238504,425394010,Yes
860Z200US03871,3871,201,-,197729,114,-,223577,39743529,Yes
860Z200US03872,3872,1674,94000,103260,1194,95565,108098,172857240,Yes
860Z200US03873,3873,2211,116048,113748,1859,118259,116175,251496828,Yes
860Z200US03874,3874,3837,79072,113827,2522,93519,124517,436754199,Yes
860Z200US03875,3875,406,85109,99629,303,71741,94276,40449374,Yes
860Z200US03878,3878,5185,68909,78332,3179,77156,91560,406151420,Yes
860Z200US03882,3882,513,75179,86653,395,82446,91517,44452989,Yes
860Z200US03883,3883,164,-,114044,149,108068,119503,18703216,Yes
860Z200US03884,3884,1379,120453,124611,1195,127125,132931,171838569,Yes
860Z200US03885,3885,3046,130923,155863,2372,140539,176015,474758698,Yes
860Z200US03886,3886,457,55841,68977,265,56466,73344,31522489,Yes
860Z200US03887,3887,699,74338,88640,528,88833,98225,61959360,Yes
860Z200US03894,3894,3005,67699,86618,1867,101691,110149,260287090,Yes
860Z200US03901,3901,3398,75541,83318,2128,97197,98611,283114564,Yes
860Z200US03902,3902,941,97250,190883,615,160313,257520,179620903,Yes
860Z200US03903,3903,2680,84768,104168,1955,107461,117072,279170240,Yes
860Z200US03904,3904,4084,66517,88857,2161,93550,117416,362891988,Yes
860Z200US03905,3905,878,120583,117482,551,123207,143735,103149196,Yes
860Z200US03906,3906,1954,82829,95936,1406,87384,92635,187458944,Yes
860Z200US03907,3907,595,80673,128333,382,96250,160249,76358135,Yes
860Z200US03908,3908,2772,90446,115801,2069,104338,126794,321000372,Yes
860Z200US03909,3909,4539,102335,125667,2781,129096,145072,570402513,Yes
860Z200US04001,4001,1129,68073,83654,781,75099,93627,94445366,Yes
860Z200US04002,4002,2979,59132,83413,2112,68359,94631,248487327,Yes
860Z200US04003,4003,107,-,65735,91,-,63115,7033645,Yes
860Z200US04005,4005,9987,60276,80709,5720,76964,96804,806040783,Yes
860Z200US04006,4006,27,"250,000+",287059,27,"250,000+",287059,7750593,Yes
860Z200US04008,4008,1196,85556,93831,1007,98750,100639,112221876,Yes
860Z200US04009,4009,2245,72332,82201,1468,81007,83538,184541245,Yes
860Z200US04010,4010,613,53031,68965,411,59792,81629,42275545,Yes
860Z200US04011,4011,8716,67488,94972,5020,97969,120574,827775952,Yes
860Z200US04015,4015,1700,56731,75904,844,98929,99746,129036800,Yes
860Z200US04017,4017,302,54375,88073,148,87500,140139,26598046,Yes
860Z200US04019,4019,39,98359,97969,5,-,N,3820791,Yes
860Z200US04020,4020,704,61099,71250,482,62061,81981,50160000,Yes
860Z200US04021,4021,2339,120938,161009,1858,137394,181100,376600051,Yes
860Z200US04022,4022,431,66146,87089,320,66667,91291,37535359,Yes
860Z200US04024,4024,193,59760,75131,120,59327,81167,14500283,Yes
860Z200US04027,4027,2277,92117,94120,1805,94653,97925,214311240,Yes
860Z200US04029,4029,836,57037,77482,512,83362,99288,64774952,Yes
860Z200US04030,4030,735,93274,119290,550,103000,121518,87678150,Yes
860Z200US04032,4032,3427,86870,114014,2565,104236,130364,390725978,Yes
860Z200US04037,4037,1458,51500,66766,894,69000,80415,97344828,Yes
860Z200US04038,4038,6092,90446,114748,4454,108600,134338,699044816,Yes
860Z200US04039,4039,3434,88917,100172,2279,107643,119299,343990648,Yes
860Z200US04040,4040,1390,50476,63466,707,69766,82393,88217740,Yes
860Z200US04041,4041,617,47734,60883,365,56016,67776,37564811,Yes
860Z200US04042,4042,1882,82500,90689,1402,88056,94685,170676698,Yes
860Z200US04043,4043,4858,88865,109753,3339,94352,132828,533180074,Yes
860Z200US04046,4046,3201,86642,109930,2049,95216,126521,351885930,Yes
860Z200US04047,4047,711,62228,72143,493,69327,79445,51293673,Yes
860Z200US04048,4048,1171,77537,75769,796,89355,92249,88725499,Yes
860Z200US04049,4049,1496,71529,87754,1187,72469,94951,131279984,Yes
860Z200US04050,4050,117,73750,107704,72,113611,139190,12601368,Yes
860Z200US04051,4051,530,63125,96680,286,91905,111458,51240400,Yes
860Z200US04055,4055,2006,61442,73518,955,85991,100585,147477108,Yes
860Z200US04056,4056,39,44625,54849,28,65000,71925,2139111,Yes
860Z200US04061,4061,976,81094,83794,807,77450,82928,81782944,Yes
860Z200US04062,4062,7064,87162,104538,4971,99145,117712,738456432,Yes
860Z200US04063,4063,389,53219,79572,181,94063,127039,30953508,Yes
860Z200US04064,4064,4751,56408,79789,1992,92611,103776,379077539,Yes
860Z200US04066,4066,357,111435,125368,189,175551,166781,44756376,Yes
860Z200US04068,4068,556,43981,52551,377,44676,54723,29218356,Yes
860Z200US04069,4069,570,94531,110863,436,106250,119106,63191910,Yes
860Z200US04476,4476,524,47000,68545,302,59625,84601,35917580,Yes
860Z200US04071,4071,2173,79077,104316,1553,88830,112050,226678668,Yes
860Z200US04072,4072,8631,72700,94633,5348,97702,115054,816777423,Yes
860Z200US04073,4073,6997,63750,74413,4234,78864,82724,520667761,Yes
860Z200US04074,4074,8811,107210,139213,6153,134907,165085,1226605743,Yes
860Z200US04076,4076,1144,76071,88519,907,77688,90830,101265736,Yes
860Z200US04079,4079,1967,80813,124214,1207,111250,165763,244328938,Yes
860Z200US04083,4083,2037,72642,85536,1073,81116,98316,174236832,Yes
860Z200US04084,4084,2656,82000,94610,1818,95720,107781,251284160,Yes
860Z200US04085,4085,992,79883,87175,854,87016,91016,86477600,Yes
860Z200US04086,4086,4135,73345,84464,2570,88244,100567,349258640,Yes
860Z200US04087,4087,924,83219,84869,750,83459,86261,78418956,Yes
860Z200US04088,4088,532,59231,73786,371,71250,81832,39254152,Yes
860Z200US04478,4478,186,46667,65276,126,-,79675,12141336,Yes
860Z200US04090,4090,4904,71090,94000,3372,89346,102907,460976000,Yes
860Z200US04091,4091,320,74688,80377,217,91094,99583,25720640,Yes
860Z200US04092,4092,8838,71335,80796,4691,83584,94685,714075048,Yes
860Z200US04093,4093,3325,69465,88832,2147,87773,101956,295366400,Yes
860Z200US04095,4095,708,51250,65468,362,76591,92705,46351344,Yes
860Z200US04096,4096,3463,90942,138272,2353,110088,168124,478835936,Yes
860Z200US04097,4097,1497,105917,126749,1085,125625,144650,189743253,Yes
860Z200US04101,4101,9684,50858,78658,2562,82983,130809,761724072,Yes
860Z200US04102,4102,7820,71126,90535,3575,102610,126491,707983700,Yes
860Z200US04103,4103,13183,76540,98319,7043,104433,124287,1296139377,Yes
860Z200US04105,4105,4825,130739,182964,3496,164025,210030,882801300,Yes
860Z200US04106,4106,11774,73492,93590,6552,94535,113867,1101928660,Yes
860Z200US04107,4107,3893,129503,171351,2739,150673,211829,667069443,Yes
860Z200US04108,4108,434,86000,112474,259,99063,136581,48813716,Yes
860Z200US04109,4109,77,-,68790,46,-,95907,5296830,Yes
860Z200US04110,4110,611,139837,285364,505,207344,335759,174357404,Yes
860Z200US04210,4210,10249,55402,79674,5650,78224,104102,816578826,Yes
860Z200US04216,4216,280,42188,51571,190,48750,61768,14439880,Yes
860Z200US04217,4217,1540,36638,60466,827,36090,60969,93117640,Yes
860Z200US04219,4219,559,51625,64484,344,67500,77394,36046556,Yes
860Z200US04220,4220,1238,77652,85053,787,81116,94277,105295614,Yes
860Z200US04221,4221,335,48750,63561,211,74688,79566,21292935,Yes
860Z200US04222,4222,1699,82868,93822,1253,88586,104607,159403578,Yes
860Z200US04224,4224,1072,53051,65632,671,63160,69985,70357504,Yes
860Z200US04226,4226,33,41477,60218,28,42045,66964,1987194,Yes
860Z200US04231,4231,94,38125,59664,56,62500,84979,5608416,Yes
860Z200US04236,4236,1661,85685,106957,1243,108389,122234,177655577,Yes
860Z200US04237,4237,105,-,175039,44,128750,393882,18379095,Yes
860Z200US04238,4238,443,77644,80901,351,79952,86811,35839143,Yes
860Z200US04239,4239,1928,67716,75224,1190,78622,89393,145031872,Yes
860Z200US04240,4240,15588,48069,64516,8254,70237,82752,1005675408,Yes
860Z200US04250,4250,1782,66528,79562,1232,75526,91738,141779484,Yes
860Z200US04252,4252,1928,68142,75523,1322,79421,85769,145608344,Yes
860Z200US04253,4253,761,70855,82120,505,79464,87146,62493320,Yes
860Z200US04254,4254,1412,38913,39679,658,41912,48226,56026748,Yes
860Z200US04255,4255,302,49107,66014,126,79750,100600,19936228,Yes
860Z200US04256,4256,1152,62429,68320,770,64675,79233,78704640,Yes
860Z200US04257,4257,1136,40889,48004,752,50058,57343,54532544,Yes
860Z200US04258,4258,1063,83355,109224,821,87566,117894,116105112,Yes
860Z200US04259,4259,1412,65625,75515,890,99900,93959,106627180,Yes
860Z200US04260,4260,2093,88467,98000,1519,97575,107725,205114000,Yes
860Z200US04261,4261,158,31250,68836,67,78750,122903,10876088,Yes
860Z200US04263,4263,777,70347,86649,613,72054,90183,67326273,Yes
860Z200US04265,4265,332,59286,79524,232,59464,89519,26401968,Yes
860Z200US04267,4267,15,61250,58427,10,-,N,876405,Yes
860Z200US04268,4268,1915,50507,69270,1345,65504,81928,132652050,Yes
860Z200US04270,4270,2320,59526,74930,1786,67227,78822,173837600,Yes
860Z200US04274,4274,2348,74886,90784,1411,85368,95580,213160832,Yes
860Z200US04275,4275,268,41875,67817,158,49000,73209,18174956,Yes
860Z200US04276,4276,2416,44870,61511,1282,61429,79701,148610576,Yes
860Z200US04280,4280,2989,64866,79138,1943,81507,93322,236543482,Yes
860Z200US04281,4281,2063,51442,61651,1231,64191,77952,127186013,Yes
860Z200US04282,4282,2361,78848,84878,1850,88542,90320,200396958,Yes
860Z200US04284,4284,465,51125,70898,243,82917,98113,32967570,Yes
860Z200US04285,4285,189,55066,52560,129,56513,58627,9933840,Yes
860Z200US04287,4287,1356,70000,77669,1033,78627,86933,105319164,Yes
860Z200US04289,4289,689,52578,56631,512,57258,63036,39018759,Yes
